original_row_index,doi,anion_name,composition_summary,cluster_id,conductivity,best_predicted_conductivity_ms_cm,best_abs_error_ms_cm,q_scale_opt,weighted_permittivity,weighted_viscosity_mpa_s_25c,salt_conc_x_weighted_permittivity,salt_conc_x_weighted_viscosity,temperature,anion_tfsi
11887,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,0.756,2.8047099797055677,2.048709979705568,0.9,46.05,1.245,138.14999999999998,3.735,263.15,0
11888,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,6.352,5.267213603249449,1.0847863967505509,0.7,46.05,1.245,23.2092,0.6274799999999999,273.15,0
11889,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,6.813,5.227175861843264,1.5858241381567355,0.7,46.05,1.245,46.2342,1.24998,273.15,0
11890,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,4.488,4.295483754319962,0.19251624568003844,0.8,46.05,1.245,69.21314999999998,1.871235,273.15,0
11891,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,2.978,3.104801639024188,0.12680163902418773,0.9,46.05,1.245,92.23815,2.493735,273.15,0
11892,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,1.413,3.2151113228806696,1.8021113228806696,0.9,46.05,1.245,138.14999999999998,3.735,273.15,0
11893,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,7.864,6.433435746042353,1.4305642539576473,0.7,46.05,1.245,23.1171,0.6249899999999999,283.15,0
11894,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,8.723,6.429824577831504,2.2931754221684963,0.7,46.05,1.245,46.2342,1.24998,283.15,0
11895,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,6.378,6.209389582532673,0.16861041746732752,0.7,46.05,1.245,69.25919999999999,1.87248,283.15,0
11896,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,4.451,4.1980393277360175,0.2529606722639821,0.85,46.05,1.245,92.14605,2.491245,283.15,0
11897,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,2.308,3.655461475332622,1.3474614753326222,0.9,46.05,1.245,138.0579,3.73251,283.15,0
11898,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,9.436,7.519888419041839,1.9161115809581606,0.7,46.05,1.245,23.2092,0.6274799999999999,293.15,0
11899,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,10.813,7.561205951890643,3.2517940481093577,0.7,46.05,1.245,46.28025,1.2512249999999998,293.15,0
11900,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,8.507,7.473805118081864,1.0331948819181358,0.7,46.05,1.245,69.25919999999999,1.87248,293.15,0
11901,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,6.441,6.401856841248533,0.03914315875146723,0.8,46.05,1.245,92.3763,2.4974699999999994,293.15,0
11902,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,3.463,4.057248467446365,0.5942484674463646,0.9,46.05,1.245,138.38025,3.741225,293.15,0
11903,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,10.909,8.676291093138307,2.232708906861694,0.7,46.05,1.245,23.25525,0.628725,303.15,0
11904,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,12.942,8.731509221571121,4.210490778428879,0.7,46.05,1.245,46.37234999999999,1.2537149999999997,303.15,0
11905,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,10.896,8.787780004271072,2.1082199957289287,0.7,46.05,1.245,69.30524999999999,1.873725,303.15,0
11906,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,8.511,8.660610459288085,0.1496104592880858,0.7,46.05,1.245,92.3763,2.4974699999999994,303.15,0
11907,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,4.935,4.39030487147427,0.5446951285257295,0.9,46.05,1.245,138.19605,3.736245,303.15,0
11908,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,12.441,9.571582975201531,2.8694170247984694,0.7,46.05,1.245,23.25525,0.628725,313.15,0
11909,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,15.151,9.589130932681371,5.561869067318629,0.7,46.05,1.245,46.4184,1.25496,313.15,0
11910,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,13.184,9.550382307201168,3.633617692798831,0.7,46.05,1.245,69.21314999999998,1.871235,313.15,0
11911,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,10.76,9.346631770729122,1.413368229270878,0.7,46.05,1.245,92.19209999999998,2.49249,313.15,0
11912,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,6.587,5.656828395286728,0.930171604713272,0.85,46.05,1.245,138.19605,3.736245,313.15,0
11913,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,14.172,10.483548330263643,3.6884516697363576,0.7,46.05,1.245,23.07105,0.623745,323.15,0
11914,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,17.36,10.473908414724267,6.886091585275732,0.7,46.05,1.245,46.4184,1.25496,323.15,0
11915,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,15.731,10.297556690618837,5.433443309381163,0.7,46.05,1.245,69.12105,1.868745,323.15,0
11916,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,13.108,9.958121350998287,3.149878649001714,0.7,46.05,1.245,92.33025,2.4962249999999995,323.15,0
11917,10.1149/2.0571912jes,PF6,EC:0.500+DMC:0.500,1,7.98,8.190447268771678,0.2104472687716772,0.8,46.05,1.245,138.14999999999998,3.735,323.15,0
12002,10.1149/2.0641503jes,PF6,EC:0.500+DEC:0.500,1,5.095238095,4.471108054417792,0.6241300405822079,0.7,45.9,1.255,23.0562500085,0.6304050928249999,283.15,0
12003,10.1149/2.0641503jes,PF6,EC:0.500+DEC:0.500,1,6.80952381,5.668419940273715,1.141103869726285,0.7,45.9,1.255,23.0562500085,0.6304050928249999,298.15,0
12004,10.1149/2.0641503jes,PF6,EC:0.500+DEC:0.500,1,8.738205467,6.453364613503113,2.2848408534968874,0.7,45.9,1.255,22.95,0.6275,313.15,0
12005,10.1149/2.0641503jes,PF6,EC:0.500+DEC:0.500,1,5.581018519,3.7887977326191953,1.7922207863808044,0.7,45.9,1.255,36.7625000034,1.00516203713,283.15,0
12006,10.1149/2.0641503jes,PF6,EC:0.500+DEC:0.500,1,7.84292328,4.858544007879538,2.984379272120462,0.7,45.9,1.255,36.7625000034,1.00516203713,298.15,0
12007,10.1149/2.0641503jes,PF6,EC:0.500+DEC:0.500,1,10.31911376,5.493537614746421,4.82557614525358,0.7,45.9,1.255,36.7625000034,1.00516203713,313.15,0
12008,10.1149/2.0641503jes,PF6,EC:0.500+DEC:0.500,1,5.452491182,3.2805046199354435,2.1719865620645566,0.7,45.9,1.255,45.9,1.255,283.15,0
12009,10.1149/2.0641503jes,PF6,EC:0.500+DEC:0.500,1,7.88106261,4.243586216135028,3.637476393864972,0.7,45.9,1.255,45.9,1.255,298.15,0
12010,10.1149/2.0641503jes,PF6,EC:0.500+DEC:0.500,1,10.64296737,4.796245792573004,5.846721577426995,0.7,45.9,1.255,45.9,1.255,313.15,0
12011,10.1149/2.0641503jes,PF6,EC:0.500+DEC:0.500,1,4.919091711,3.008708492210446,1.910383218789554,0.7,45.9,1.255,55.1437500051,1.5077430556949998,283.15,0
12012,10.1149/2.0641503jes,PF6,EC:0.500+DEC:0.500,1,7.490520282,3.952937975460515,3.5375823065394854,0.7,45.9,1.255,55.1437500051,1.5077430556949998,298.15,0
12013,10.1149/2.0641503jes,PF6,EC:0.500+DEC:0.500,1,10.204806,4.460449779371221,5.744356220628779,0.7,45.9,1.255,55.1437500051,1.5077430556949998,313.15,0
12014,10.1149/2.0641503jes,PF6,EC:0.500+DEC:0.500,1,3.785824515,2.488054273504653,1.2977702414953467,0.7,45.9,1.255,68.85,1.8825,283.15,0
12015,10.1149/2.0641503jes,PF6,EC:0.500+DEC:0.500,1,6.404872134,3.4137785138314594,2.9910936201685403,0.7,45.9,1.255,68.85,1.8825,298.15,0
12016,10.1149/2.0641503jes,PF6,EC:0.500+DEC:0.500,1,9.095238095,3.8400661510484078,5.255171943951591,0.7,45.9,1.255,68.9562500085,1.885405092825,313.15,0
119,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.100+DMC:0.900,2,8.373333333,7.296328251410735,1.077005081589265,0.7,11.69,0.7210000000000001,11.69,0.7210000000000001,298.0,1
129,10.1016/j.jpowsour.2011.07.071,TFSI,DMC:1.000,2,6.993333333,6.9769114630106985,0.016421869989301285,0.75,3.1,0.59,3.1,0.59,298.0,1
3786,10.1149/1.1344281,ClO4,DME:1.000,2,2.579896064,1.3073224432370116,1.2725736207629885,0.8,7.2,0.39,3.6,0.195,342.1636336,0
3787,10.1149/1.1344281,ClO4,DME:1.000,2,2.62959886,1.3207743828588363,1.308824477141164,0.8,7.2,0.39,3.6,0.195,338.0551762,0
3788,10.1149/1.1344281,ClO4,DME:1.000,2,2.680259201,1.331231080805248,1.349028120194752,0.8,7.2,0.39,3.6,0.195,333.0552761,0
3789,10.1149/1.1344281,ClO4,DME:1.000,2,2.714573827,1.3437512231441584,1.3708226038558418,0.8,7.2,0.39,3.6,0.195,328.1997969,0
3790,10.1149/1.1344281,ClO4,DME:1.000,2,2.749327774,1.361919785394713,1.3874079886052872,0.8,7.2,0.39,3.6,0.195,323.4838556,0
3791,10.1149/1.1344281,ClO4,DME:1.000,2,2.784526666,1.4101706947571815,1.3743559712428186,0.8,7.2,0.39,3.6,0.195,318.2249727,0
3792,10.1149/1.1344281,ClO4,DME:1.000,2,2.820176199,1.4499400706906114,1.3702361283093887,0.8,7.2,0.39,3.6,0.195,313.3523897,0
3793,10.1149/1.1344281,ClO4,DME:1.000,2,2.911309636,1.4579525790153398,1.4533570569846601,0.8,7.2,0.39,3.6,0.195,307.1556519,0
3794,10.1149/1.1344281,ClO4,DME:1.000,2,2.948582337,1.4647652888354834,1.4838170481645165,0.8,7.2,0.39,3.6,0.195,303.021284,0
3795,10.1149/1.1344281,ClO4,DME:1.000,2,2.986332231,1.5089170423481626,1.4774151886518374,0.8,7.2,0.39,3.6,0.195,298.0067029,0
3796,10.1149/1.1344281,ClO4,DME:1.000,2,2.986332231,4.511473954732626,1.520379788803004,0.75,7.2,0.39,3.6,0.195,293.344378,0
3797,10.1149/1.1344281,ClO4,DME:1.000,2,2.986332231,4.244366025598225,1.2580337945982252,0.75,7.2,0.39,3.6,0.195,287.5338457,0
3798,10.1149/1.1344281,ClO4,DME:1.000,2,2.911309636,4.123193666777052,1.211884030777052,0.75,7.2,0.39,3.6,0.195,282.831159,0
3799,10.1149/1.1344281,ClO4,DME:1.000,2,2.802294743,3.77399364764874,0.9716989046487399,0.75,7.2,0.39,3.6,0.195,277.9341762,0
3800,10.1149/1.1344281,ClO4,DME:1.000,2,2.784526666,3.4691574398046363,0.6846307738046362,0.75,7.2,0.39,3.6,0.195,273.3744374,0
3801,10.1149/1.1344281,ClO4,DME:1.000,2,2.714573827,3.177953495066567,0.4633796680665667,0.75,7.2,0.39,3.6,0.195,267.9981574,0
3802,10.1149/1.1344281,ClO4,DME:1.000,2,2.714573827,2.8491244544325327,0.13455062743253254,0.75,7.2,0.39,3.6,0.195,263.1400409,0
3803,10.1149/1.1344281,ClO4,DME:1.000,2,2.596358393,2.866430634143779,0.27007224114377903,0.75,7.2,0.39,3.6,0.195,257.41429,0
3804,10.1149/1.1344281,ClO4,DME:1.000,2,2.531132715,2.849003676844199,0.31787096184419905,0.75,7.2,0.39,3.6,0.195,252.3586002,0
3805,10.1149/1.1344281,ClO4,DME:1.000,2,2.271713669,2.7250464904371436,0.4533328214371437,0.75,7.2,0.39,3.6,0.195,247.7604222,0
3806,10.1149/1.1344281,ClO4,DME:1.000,2,1.541151395,1.1110626661849579,0.4300887288150421,0.8,7.2,0.39,3.6,0.195,242.7698113,0
3807,10.1149/1.1344281,ClO4,DME:1.000,2,0.575000879,0.6484456331573984,0.07041037954862672,0.85,7.2,0.39,3.6,0.195,236.6597417,0
3808,10.1149/1.1344281,ClO4,DME:1.000,2,0.454421178,0.6268962838292031,0.170249947577428,0.85,7.2,0.39,3.6,0.195,231.2829745,0
3809,10.1149/1.1344281,ClO4,DME:1.000,2,0.363725275,0.6102960495736954,0.24296342706022162,0.85,7.2,0.39,3.6,0.195,226.3738768,0
3810,10.1149/1.1344281,ClO4,DME:1.000,2,0.308283497,0.5849486613394732,0.27342693149159647,0.85,7.2,0.39,3.6,0.195,221.8928866,0
3811,10.1149/1.1344281,ClO4,DME:1.000,2,0.262959886,0.5478316212328153,0.2827485527526824,0.85,7.2,0.39,3.6,0.195,217.271265,0
3812,10.1149/1.1344281,ClO4,DME:1.000,2,0.220060166,0.5280109077059278,0.3058547475782789,0.85,7.2,0.39,3.6,0.195,212.2342837,0
3813,10.1149/1.1344281,TFSI,DME:1.000,2,10.25769363,8.77913287801124,1.478560751988761,0.7,7.2,0.39,3.6,0.195,338.3557034,1
3814,10.1149/1.1344281,TFSI,DME:1.000,2,10.25769363,8.539620483216412,1.7180731467835884,0.7,7.2,0.39,3.6,0.195,333.0961378,1
3815,10.1149/1.1344281,TFSI,DME:1.000,2,10.25769363,8.341991990374902,1.915701639625098,0.7,7.2,0.39,3.6,0.195,328.2368302,1
3816,10.1149/1.1344281,TFSI,DME:1.000,2,10.32314802,8.15407326430247,2.1690747556975296,0.7,7.2,0.39,3.6,0.195,322.8222872,1
3817,10.1149/1.1344281,TFSI,DME:1.000,2,10.32314802,8.080420695596588,2.242727324403411,0.7,7.2,0.39,3.6,0.195,317.8065302,1
3818,10.1149/1.1344281,TFSI,DME:1.000,2,10.0,8.023063602468977,1.9769363975310235,0.7,7.2,0.39,3.6,0.195,313.3740906,1
3819,10.1149/1.1344281,TFSI,DME:1.000,2,10.0,7.952180140474596,2.0478198595254042,0.7,7.2,0.39,3.6,0.195,308.4339357,1
3820,10.1149/1.1344281,TFSI,DME:1.000,2,9.873591112,7.9221953776517795,1.9513957343482202,0.7,7.2,0.39,3.6,0.195,303.2356303,1
3821,10.1149/1.1344281,TFSI,DME:1.000,2,9.748780144,7.796852532846977,1.9519276111530228,0.7,7.2,0.39,3.6,0.195,297.4212537,1
3822,10.1149/1.1344281,TFSI,DME:1.000,2,9.4436117,7.208518713869811,2.235092986130189,0.7,7.2,0.39,3.6,0.195,292.5814702,1
3823,10.1149/1.1344281,TFSI,DME:1.000,2,9.147996017,6.812599622735029,2.335396394264971,0.7,7.2,0.39,3.6,0.195,287.5287705,1
3824,10.1149/1.1344281,TFSI,DME:1.000,2,8.749615134,6.593578592495844,2.1560365415041565,0.7,7.2,0.39,3.6,0.195,282.2910457,1
3825,10.1149/1.1344281,TFSI,DME:1.000,2,8.421983081,6.028878897927294,2.3931041830727064,0.7,7.2,0.39,3.6,0.195,277.7550436,1
3826,10.1149/1.1344281,TFSI,DME:1.000,2,8.106619313,5.440550112508673,2.666069200491327,0.7,7.2,0.39,3.6,0.195,272.5347235,1
3827,10.1149/1.1344281,TFSI,DME:1.000,2,7.558803207,4.979412129913587,2.579391077086413,0.7,7.2,0.39,3.6,0.195,267.3436967,1
3828,10.1149/1.1344281,TFSI,DME:1.000,2,7.13824024,4.478053442150249,2.660186797849751,0.7,7.2,0.39,3.6,0.195,262.5014503,1
3829,10.1149/1.1344281,TFSI,DME:1.000,2,6.741076905,4.48951608356647,2.2515608214335296,0.7,7.2,0.39,3.6,0.195,258.1272857,1
3830,10.1149/1.1344281,TFSI,DME:1.000,2,6.285539232,4.476473577430804,1.8090656545691957,0.7,7.2,0.39,3.6,0.195,252.8961185,1
3831,10.1149/1.1344281,TFSI,DME:1.000,2,5.713550593,4.2365665030607484,1.4769840899392515,0.7,7.2,0.39,3.6,0.195,247.0532567,1
3832,10.1149/1.1344281,TFSI,DME:1.000,2,4.904646766,4.12822200677197,0.7764247592280302,0.7,7.2,0.39,3.6,0.195,241.4678399,1
3833,10.1149/1.1344281,TFSI,DME:1.000,2,4.130685208,3.861920680166988,0.26876452783301197,0.7,7.2,0.39,3.6,0.195,235.0174568,1
3834,10.1149/1.1344281,TFSI,DME:1.000,2,3.456798248,3.6452663014719255,0.1884680534719254,0.7,7.2,0.39,3.6,0.195,227.9743728,1
3835,10.1149/1.1344281,TFSI,DME:1.000,2,3.005388031,3.0215421319291815,0.01615410092918168,0.75,7.2,0.39,3.6,0.195,221.9999346,1
3836,10.1149/1.1344281,TFSI,DME:1.000,2,2.62959886,2.833111473446269,0.2035126134462688,0.75,7.2,0.39,3.6,0.195,217.3762197,1
3837,10.1149/1.1344281,TFSI,DME:1.000,2,2.420905854,2.7268366471536067,0.30593079315360683,0.75,7.2,0.39,3.6,0.195,214.3657983,1
3838,10.1149/1.1344281,TFSI,DME:1.000,2,2.271713669,1.9680529445297776,0.3036607244702223,0.8,7.2,0.39,3.6,0.195,211.8374067,1
126,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.700+DMC:0.300,3,8.886666667,7.452362831917905,1.434303835082095,0.7,63.23,1.507,63.23,1.507,298.0,1
3593,10.1149/1.1344281,TFSI,PC:1.000,3,16.88831057,16.150133446572504,0.7381771234274979,0.8,64.9,2.53,64.9,2.53,375.3490984,1
3594,10.1149/1.1344281,TFSI,PC:1.000,3,15.5992403,15.8552281732002,0.25598787320019945,0.7,64.9,2.53,64.9,2.53,370.2464953,1
3595,10.1149/1.1344281,TFSI,PC:1.000,3,15.11159636,15.0243079684568,0.08728839154320056,0.85,64.9,2.53,64.9,2.53,365.2885407,1
3596,10.1149/1.1344281,TFSI,PC:1.000,3,14.18156428,14.929008826642894,0.7474445466428943,0.85,64.9,2.53,64.9,2.53,360.0909409,1
3597,10.1149/1.1344281,TFSI,PC:1.000,3,13.73823796,14.98581611423941,1.2475781542394113,0.85,64.9,2.53,64.9,2.53,355.7556741,1
3598,10.1149/1.1344281,TFSI,PC:1.000,3,12.89272821,12.945110579648006,0.05238236964800613,0.9,64.9,2.53,64.9,2.53,349.786968,1
3599,10.1149/1.1344281,TFSI,PC:1.000,3,11.90863732,11.922314114388762,0.013676794388761238,0.75,64.9,2.53,64.9,2.53,345.6878836,1
3600,10.1149/1.1344281,TFSI,PC:1.000,3,10.99966124,10.914922435843652,0.08473880415634838,0.7,64.9,2.53,64.9,2.53,340.3733362,1
3601,10.1149/1.1344281,TFSI,PC:1.000,3,10.48792698,10.56190706685724,0.07398008685724022,0.7,64.9,2.53,64.9,2.53,335.5409396,1
3602,10.1149/1.1344281,TFSI,PC:1.000,3,9.842455236,9.823506729390008,0.018948506609991256,0.75,64.9,2.53,64.9,2.53,331.1503252,1
3603,10.1149/1.1344281,TFSI,PC:1.000,3,8.947962141,8.834637752843136,0.11332438815686352,0.8,64.9,2.53,64.9,2.53,325.6695285,1
3604,10.1149/1.1344281,TFSI,PC:1.000,3,8.397266396,8.62023708025065,0.22297068425065092,0.8,64.9,2.53,64.9,2.53,321.2409042,1
3605,10.1149/1.1344281,TFSI,PC:1.000,3,7.395465531,7.332617104543463,0.06284842645653743,0.9,64.9,2.53,64.9,2.53,316.0767795,1
3606,10.1149/1.1344281,TFSI,PC:1.000,3,6.830975986,7.082485268224115,0.2515092822241147,0.9,64.9,2.53,64.9,2.53,310.8093421,1
3607,10.1149/1.1344281,TFSI,PC:1.000,3,6.112331451,6.958601407780956,0.8462699567809562,0.9,64.9,2.53,64.9,2.53,305.9744521,1
3608,10.1149/1.1344281,TFSI,PC:1.000,3,5.469291042,6.827315954878139,1.3580249128781388,0.9,64.9,2.53,64.9,2.53,301.5435986,1
3609,10.1149/1.1344281,TFSI,PC:1.000,3,4.893900918,6.559285669961657,1.665384751961657,0.9,64.9,2.53,64.9,2.53,296.9905725,1
3610,10.1149/1.1344281,TFSI,PC:1.000,3,4.175318937,6.02016965449261,1.8448507174926103,0.9,64.9,2.53,64.9,2.53,292.0865677,1
3611,10.1149/1.1344281,TFSI,PC:1.000,3,3.677199915,5.609354239355052,1.9321543243550519,0.9,64.9,2.53,64.9,2.53,286.6490324,1
3612,10.1149/1.1344281,TFSI,PC:1.000,3,3.087842728,5.34937627538698,2.26153354738698,0.9,64.9,2.53,64.9,2.53,281.6288791,1
3613,10.1149/1.1344281,TFSI,PC:1.000,3,2.634448149,4.87365403477224,2.2392058857722406,0.9,64.9,2.53,64.9,2.53,276.5673943,1
3614,10.1149/1.1344281,TFSI,PC:1.000,3,2.109297952,4.404332776339183,2.2950348243391834,0.9,64.9,2.53,64.9,2.53,271.8869669,1
3615,10.1149/1.1344281,TFSI,PC:1.000,3,1.715863589,4.009833106979915,2.293969517979915,0.9,64.9,2.53,64.9,2.53,267.1624981,1
3616,10.1149/1.1344281,TFSI,PC:1.000,3,1.395814116,3.6446611140934424,2.2488469980934425,0.9,64.9,2.53,64.9,2.53,262.0179582,1
3617,10.1149/1.1344281,TFSI,PC:1.000,3,1.016006653,3.6267274534232907,2.610720800423291,0.9,64.9,2.53,64.9,2.53,256.501612,1
3618,10.1149/1.1344281,TFSI,PC:1.000,3,0.763411364,3.5731438217667963,2.8097324577667964,0.9,64.9,2.53,64.9,2.53,252.1072196,1
3619,10.1149/1.1344281,TFSI,PC:1.000,3,0.538312523,3.393731928256216,2.855419405256216,0.9,64.9,2.53,64.9,2.53,247.165816,1
3620,10.1149/1.1344281,TFSI,PC:1.000,3,0.367719991,3.3492046502959356,2.9814846592959356,0.9,64.9,2.53,64.9,2.53,242.0815012,1
3621,10.1149/1.1344281,TFSI,PC:1.000,3,0.243336298,3.2228005917533613,2.9794642937533613,0.9,64.9,2.53,64.9,2.53,237.6763815,1
3622,10.1149/1.1344281,TFSI,PC:1.000,3,0.146391965,3.074863600353488,2.928471635353488,0.9,64.9,2.53,64.9,2.53,232.6574704,1
3623,10.1149/1.1344281,TFSI,PC:1.000,3,0.078804628,2.9189873647528506,2.8401827367528507,0.9,64.9,2.53,64.9,2.53,227.8390808,1
3624,10.1149/1.1344281,TFSI,PC:1.000,3,0.038566204,2.743579864996001,2.705013660996001,0.9,64.9,2.53,64.9,2.53,222.0932641,1
3625,10.1149/1.1344281,TFSI,PC:1.000,3,0.018873918,2.564021568925596,2.5451476509255957,0.9,64.9,2.53,64.9,2.53,217.6928575,1
3724,10.1149/1.1344281,ClO4,PC:1.000,3,15.11159636,7.902563031232744,7.209033328767256,0.7,64.9,2.53,64.9,2.53,393.6420782,0
3725,10.1149/1.1344281,ClO4,PC:1.000,3,14.63919654,7.902563031232744,6.736633508767256,0.7,64.9,2.53,64.9,2.53,388.4671114,0
3726,10.1149/1.1344281,ClO4,PC:1.000,3,14.18156428,7.902563031232744,6.279001248767256,0.7,64.9,2.53,64.9,2.53,384.2564945,0
3727,10.1149/1.1344281,ClO4,PC:1.000,3,13.73823796,7.902563031232744,5.835674928767255,0.7,64.9,2.53,64.9,2.53,379.3238125,0
3728,10.1149/1.1344281,ClO4,PC:1.000,3,13.30877035,7.902563031232744,5.4062073187672555,0.7,64.9,2.53,64.9,2.53,374.9116891,0
3729,10.1149/1.1344281,ClO4,PC:1.000,3,12.48969187,7.778880720763303,4.710811149236696,0.7,64.9,2.53,64.9,2.53,369.823548,0
3730,10.1149/1.1344281,ClO4,PC:1.000,3,11.72102298,7.651098565320638,4.069924414679363,0.7,64.9,2.53,64.9,2.53,364.8716658,0
3731,10.1149/1.1344281,ClO4,PC:1.000,3,11.175729,7.595720902813422,3.580008097186578,0.7,64.9,2.53,64.9,2.53,360.0531599,0
3732,10.1149/1.1344281,ClO4,PC:1.000,3,10.48792698,7.632185759473807,2.855741220526192,0.7,64.9,2.53,64.9,2.53,355.3578086,0
3733,10.1149/1.1344281,ClO4,PC:1.000,3,9.687392507,6.840801421808692,2.8465910851913083,0.7,64.9,2.53,64.9,2.53,349.744189,0
3734,10.1149/1.1344281,ClO4,PC:1.000,3,9.091189065,5.935637591274022,3.1555514737259784,0.7,64.9,2.53,64.9,2.53,345.6484223,0
3735,10.1149/1.1344281,ClO4,PC:1.000,3,8.397266396,5.3358183451985735,3.0614480508014257,0.7,64.9,2.53,64.9,2.53,340.6616679,0
3736,10.1149/1.1344281,ClO4,PC:1.000,3,7.880462816,5.227412443541998,2.6530503724580017,0.7,64.9,2.53,64.9,2.53,335.501574,0
3737,10.1149/1.1344281,ClO4,PC:1.000,3,7.51384218,5.073629980945581,2.440212199054419,0.7,64.9,2.53,64.9,2.53,330.1901921,0
3738,10.1149/1.1344281,ClO4,PC:1.000,3,6.940317048,4.948396284764071,1.991920763235929,0.7,64.9,2.53,64.9,2.53,325.6365649,0
3739,10.1149/1.1344281,ClO4,PC:1.000,3,6.309573445,4.878248945236798,1.4313244997632015,0.7,64.9,2.53,64.9,2.53,321.2048223,0
3740,10.1149/1.1344281,ClO4,PC:1.000,3,5.645782431,4.829791851222598,0.8159905797774014,0.7,64.9,2.53,64.9,2.53,315.7626765,0
3741,10.1149/1.1344281,ClO4,PC:1.000,3,5.214844698,4.760818741078532,0.45402595692146797,0.7,64.9,2.53,64.9,2.53,311.3225235,0
3742,10.1149/1.1344281,ClO4,PC:1.000,3,4.740913909,4.684518401392493,0.056395507607506445,0.7,64.9,2.53,64.9,2.53,305.9453548,0
3743,10.1149/1.1344281,ClO4,PC:1.000,3,4.175318937,4.342551072595844,0.16723213559584416,0.75,64.9,2.53,64.9,2.53,301.5135718,0
3744,10.1149/1.1344281,ClO4,PC:1.000,3,3.736059577,4.123041633112335,0.38698205611233494,0.75,64.9,2.53,64.9,2.53,296.4654522,0
3745,10.1149/1.1344281,ClO4,PC:1.000,3,3.343011965,3.058409443216494,0.2846025217835062,0.8,64.9,2.53,64.9,2.53,291.823279,0
3746,10.1149/1.1344281,ClO4,PC:1.000,3,2.897803719,2.8331533373989366,0.06465038160106351,0.8,64.9,2.53,64.9,2.53,286.6250905,0
3747,10.1149/1.1344281,ClO4,PC:1.000,3,2.39502662,2.233587944944395,0.16143867505560472,0.85,64.9,2.53,64.9,2.53,281.6042278,0
3748,10.1149/1.1344281,ClO4,PC:1.000,3,2.043359718,1.9923005121532638,0.05105920584673629,0.85,64.9,2.53,64.9,2.53,276.9751462,0
3749,10.1149/1.1344281,ClO4,PC:1.000,3,1.743328822,1.7722522148768478,0.026818582223896215,0.85,64.9,2.53,64.9,2.53,271.8697349,0
3750,10.1149/1.1344281,ClO4,PC:1.000,3,1.395814116,1.5454322244545218,0.14961810845452184,0.9,64.9,2.53,64.9,2.53,266.9435931,0
3751,10.1149/1.1344281,ClO4,PC:1.000,3,1.099966124,1.4137530543038617,0.3137869303038616,0.9,64.9,2.53,64.9,2.53,261.8047361,0
3752,10.1149/1.1344281,ClO4,PC:1.000,3,0.83972664,1.4218221120779901,0.5663402771928078,0.85,64.9,2.53,64.9,2.53,256.4862751,0
3753,10.1149/1.1344281,ClO4,PC:1.000,3,0.601603487,1.4005087803606056,0.7839850832162623,0.85,64.9,2.53,64.9,2.53,251.7311868,0
3754,10.1149/1.1344281,ClO4,PC:1.000,3,0.437904401,1.3143032465129139,0.8620144403992114,0.85,64.9,2.53,64.9,2.53,246.8067356,0
3755,10.1149/1.1344281,ClO4,PC:1.000,3,0.308784273,1.2964078122941989,0.9733503621174032,0.85,64.9,2.53,64.9,2.53,242.0689785,0
3756,10.1149/1.1344281,ClO4,PC:1.000,3,0.204335972,1.2387966932110765,1.0211952336594396,0.85,64.9,2.53,64.9,2.53,237.1879349,0
3757,10.1149/1.1344281,ClO4,PC:1.000,3,0.135217992,1.1783282483479218,1.0302030610007673,0.85,64.9,2.53,64.9,2.53,232.8047832,0
