original_row_index,source_row_indices,doi,source_dois,conductivity,conductivity_std,replicate_count,cation_name,anion_name,salt_conc,solvents,solvent_fracs,temperature,original_salt,original_concentration,original_concentration_units,salt_conc_units,solvent_ratio_basis,composition_warning,composition_summary
144,[144],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",6.98731828,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",273.1518713,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
145,[145],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",7.039127745,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",273.3065264,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
146,[146],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",7.091710486,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",273.6127436,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
147,[147],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",7.302041448,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",274.8376121,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
148,[148],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",7.455150015,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",274.8468914,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
149,[149],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",7.508506032,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",275.3046706,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
150,[150],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",7.667800804,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",276.526446,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
151,[151],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",7.772966285,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",277.1388803,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
152,[152],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",7.982523972,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",278.2121868,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
153,[153],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",8.242344572,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",279.1370244,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
154,[154],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",8.501391896,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",279.9103,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
155,[155],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",8.813795237,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",281.1413548,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
156,[156],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",8.92205382,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",282.3600371,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
157,[157],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",9.07825549,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",282.9755645,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
158,[158],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",9.182647696,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",283.4364367,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
159,[159],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",9.341169193,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",284.5066502,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
160,[160],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",9.500463965,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",285.7284256,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
161,[161],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",9.658985462,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",286.798639,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
162,[162],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",9.612588927,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",287.704918,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
163,[163],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",9.821373337,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",288.6266625,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
164,[164],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",9.976028457,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",288.9390659,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
165,[165],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",10.1299103,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",289.0999072,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
166,[166],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",10.28456542,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",289.4123105,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
167,[167],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",10.33792144,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",289.8700897,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
168,[168],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",10.2915249,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",290.7763687,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
169,[169],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",10.39978348,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",291.995051,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
170,[170],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",10.55907826,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",293.2168265,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
171,[171],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",10.66269719,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",293.5261367,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
172,[172],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",10.82044541,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",294.4447881,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
173,[173],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",11.03077637,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",295.6696567,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
174,[174],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",11.24188061,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",297.0460872,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
175,[175],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",11.40426848,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",298.8741107,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
176,[176],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",12.03448809,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",302.3971543,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
177,[177],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",13.49520569,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",308.6978039,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
178,[178],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",14.12387875,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",311.9177235,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
179,[179],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",14.59480359,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",314.2189916,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
180,[180],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",15.06418187,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",316.2171358,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
181,[181],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",15.38045159,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",318.2060006,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
182,[182],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",15.85137643,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",320.5072688,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
183,[183],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",16.90303124,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",326.6316115,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
184,[184],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",17.68171976,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",329.2545623,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
185,[185],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",18.36452212,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",333.0838231,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
186,[186],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",18.89189607,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",336.4491185,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
187,[187],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",19.67445097,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",339.8298794,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
188,[188],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",20.20027838,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",342.8920507,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
189,[189],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",20.82817816,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",345.9604083,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
190,[190],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",21.40194865,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",348.4194247,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
191,[191],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",21.92932261,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",351.7847201,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
192,[192],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",22.55335602,0.0,1,Li,PF6,1.0,"[""EC"",""DMC""]","[0.5,0.5]",354.0952676,LiPF6,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
193,[193],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",3.379987628,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",256.1150634,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
194,[194],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",3.48669966,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",257.0306217,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
195,[195],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",3.543148778,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",258.0946489,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
196,[196],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",3.598824621,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",259.0071141,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
197,[197],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",3.603464275,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",259.9164862,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
198,[198],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",3.712496134,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",261.2867306,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
199,[199],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",3.718682338,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",262.4992267,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
200,[200],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",3.774358181,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",263.4116919,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
201,[201],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",3.778224559,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",264.169502,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
202,[202],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",3.884163316,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",264.9334983,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
203,[203],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",4.041911537,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",265.8521497,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
204,[204],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",4.20120631,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",267.0739251,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
205,[205],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",4.20816579,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",268.4379833,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
206,[206],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",4.215125271,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",269.8020414,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
207,[207],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",4.323383854,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",271.0207238,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
208,[208],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",4.531394989,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",271.7909063,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
209,[209],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",4.739406124,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",272.5610888,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
210,[210],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",4.94741726,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",273.3312713,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
211,[211],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",4.95437674,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",274.6953294,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
212,[212],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",5.010052583,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",275.6077946,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
213,[213],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",5.119857717,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",277.129601,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
214,[214],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",5.276059388,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",277.7451284,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
215,[215],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",5.43535416,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",278.9669038,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
216,[216],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",5.647231673,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",280.4948964,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
217,[217],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",5.856016084,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",281.4166409,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
218,[218],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",5.910918651,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",282.1775441,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
219,[219],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",6.170739251,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",283.1023817,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
220,[220],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",6.484689143,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",284.6365605,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
221,[221],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",6.596040829,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",286.4614909,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
222,[222],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",7.065419115,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",288.459635,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
223,[223],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",7.226260439,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",289.9845345,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
224,[224],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",7.696412001,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",292.1342406,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
225,[225],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",8.064491185,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",294.2777606,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
226,[226],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",8.638261676,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",296.736777,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
227,[227],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",8.849365914,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",298.1132075,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
228,[228],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",8.9607176,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",299.938138,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
229,[229],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",9.638107021,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",302.7064646,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
230,[230],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",9.799721621,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",304.3829261,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
231,[231],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",10.11444479,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",306.0686669,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
232,[232],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",10.78951438,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",308.3823075,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
233,[233],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",11.15682029,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",310.3742654,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
234,[234],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",11.83343644,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",312.99103,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
235,[235],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",12.0437674,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",314.2158985,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
236,[236],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",12.46288277,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",316.3625116,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
237,[237],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",12.88122487,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",318.3575626,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
238,[238],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",13.24930405,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",320.5010826,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
239,[239],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",13.41014538,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",322.0259821,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
240,[240],10.1016/j.jpowsour.2011.07.071,"[""10.1016/j.jpowsour.2011.07.071""]",14.20275286,0.0,1,Li,TFSI,1.0,"[""EC"",""DMC""]","[0.5,0.5]",327.3770492,LiTFSI,1.0,mol/l,mol/L,molar,,EC:0.500+DMC:0.500
