original_row_index,doi,conductivity,anion_name,composition_summary,solvent_entropy,weighted_permittivity,weighted_viscosity_mPa_s_25C,salt_conc_x_weighted_permittivity,salt_conc_x_weighted_viscosity,anion_PF6,anion_ClO4,anion_TFSI,anion_FSI,anion_BF4,has_EC,frac_EC,has_PC,frac_PC,has_DME,frac_DME,has_DMC,frac_DMC,has_DEC,frac_DEC,has_EMC,frac_EMC
155,10.1016/j.jpowsour.2011.07.071,8.813795237,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
156,10.1016/j.jpowsour.2011.07.071,8.92205382,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
157,10.1016/j.jpowsour.2011.07.071,9.07825549,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
158,10.1016/j.jpowsour.2011.07.071,9.182647696,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
159,10.1016/j.jpowsour.2011.07.071,9.341169193,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
160,10.1016/j.jpowsour.2011.07.071,9.500463965,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
161,10.1016/j.jpowsour.2011.07.071,9.658985462,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
162,10.1016/j.jpowsour.2011.07.071,9.612588927,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
163,10.1016/j.jpowsour.2011.07.071,9.821373337,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
164,10.1016/j.jpowsour.2011.07.071,9.976028457,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
165,10.1016/j.jpowsour.2011.07.071,10.1299103,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
166,10.1016/j.jpowsour.2011.07.071,10.28456542,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
167,10.1016/j.jpowsour.2011.07.071,10.33792144,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
168,10.1016/j.jpowsour.2011.07.071,10.2915249,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
169,10.1016/j.jpowsour.2011.07.071,10.39978348,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
170,10.1016/j.jpowsour.2011.07.071,10.55907826,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
171,10.1016/j.jpowsour.2011.07.071,10.66269719,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
172,10.1016/j.jpowsour.2011.07.071,10.82044541,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
173,10.1016/j.jpowsour.2011.07.071,11.03077637,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
174,10.1016/j.jpowsour.2011.07.071,11.24188061,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
175,10.1016/j.jpowsour.2011.07.071,11.40426848,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
176,10.1016/j.jpowsour.2011.07.071,12.03448809,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
177,10.1016/j.jpowsour.2011.07.071,13.49520569,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
178,10.1016/j.jpowsour.2011.07.071,14.12387875,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
179,10.1016/j.jpowsour.2011.07.071,14.59480359,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
180,10.1016/j.jpowsour.2011.07.071,15.06418187,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
181,10.1016/j.jpowsour.2011.07.071,15.38045159,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
182,10.1016/j.jpowsour.2011.07.071,15.85137643,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
183,10.1016/j.jpowsour.2011.07.071,16.90303124,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
184,10.1016/j.jpowsour.2011.07.071,17.68171976,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
185,10.1016/j.jpowsour.2011.07.071,18.36452212,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
186,10.1016/j.jpowsour.2011.07.071,18.89189607,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
187,10.1016/j.jpowsour.2011.07.071,19.67445097,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
188,10.1016/j.jpowsour.2011.07.071,20.20027838,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
189,10.1016/j.jpowsour.2011.07.071,20.82817816,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
190,10.1016/j.jpowsour.2011.07.071,21.40194865,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
191,10.1016/j.jpowsour.2011.07.071,21.92932261,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
192,10.1016/j.jpowsour.2011.07.071,22.55335602,PF6,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,1,0,0,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
193,10.1016/j.jpowsour.2011.07.071,3.379987628,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
194,10.1016/j.jpowsour.2011.07.071,3.48669966,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
195,10.1016/j.jpowsour.2011.07.071,3.543148778,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
196,10.1016/j.jpowsour.2011.07.071,3.598824621,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
197,10.1016/j.jpowsour.2011.07.071,3.603464275,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
198,10.1016/j.jpowsour.2011.07.071,3.712496134,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
199,10.1016/j.jpowsour.2011.07.071,3.718682338,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
200,10.1016/j.jpowsour.2011.07.071,3.774358181,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
201,10.1016/j.jpowsour.2011.07.071,3.778224559,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
202,10.1016/j.jpowsour.2011.07.071,3.884163316,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
203,10.1016/j.jpowsour.2011.07.071,4.041911537,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
204,10.1016/j.jpowsour.2011.07.071,4.20120631,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
205,10.1016/j.jpowsour.2011.07.071,4.20816579,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
206,10.1016/j.jpowsour.2011.07.071,4.215125271,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
207,10.1016/j.jpowsour.2011.07.071,4.323383854,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
208,10.1016/j.jpowsour.2011.07.071,4.531394989,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
209,10.1016/j.jpowsour.2011.07.071,4.739406124,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
210,10.1016/j.jpowsour.2011.07.071,4.94741726,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
211,10.1016/j.jpowsour.2011.07.071,4.95437674,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
212,10.1016/j.jpowsour.2011.07.071,5.010052583,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
213,10.1016/j.jpowsour.2011.07.071,5.119857717,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
214,10.1016/j.jpowsour.2011.07.071,5.276059388,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
215,10.1016/j.jpowsour.2011.07.071,5.43535416,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
216,10.1016/j.jpowsour.2011.07.071,5.647231673,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
217,10.1016/j.jpowsour.2011.07.071,5.856016084,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
218,10.1016/j.jpowsour.2011.07.071,5.910918651,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
219,10.1016/j.jpowsour.2011.07.071,6.170739251,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
220,10.1016/j.jpowsour.2011.07.071,6.484689143,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
221,10.1016/j.jpowsour.2011.07.071,6.596040829,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
222,10.1016/j.jpowsour.2011.07.071,7.065419115,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
223,10.1016/j.jpowsour.2011.07.071,7.226260439,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
224,10.1016/j.jpowsour.2011.07.071,7.696412001,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
225,10.1016/j.jpowsour.2011.07.071,8.064491185,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
226,10.1016/j.jpowsour.2011.07.071,8.638261676,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
227,10.1016/j.jpowsour.2011.07.071,8.849365914,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
228,10.1016/j.jpowsour.2011.07.071,8.9607176,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
229,10.1016/j.jpowsour.2011.07.071,9.638107021,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
230,10.1016/j.jpowsour.2011.07.071,9.799721621,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
231,10.1016/j.jpowsour.2011.07.071,10.11444479,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
232,10.1016/j.jpowsour.2011.07.071,10.78951438,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
233,10.1016/j.jpowsour.2011.07.071,11.15682029,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
234,10.1016/j.jpowsour.2011.07.071,11.83343644,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
235,10.1016/j.jpowsour.2011.07.071,12.0437674,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
236,10.1016/j.jpowsour.2011.07.071,12.46288277,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
237,10.1016/j.jpowsour.2011.07.071,12.88122487,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
238,10.1016/j.jpowsour.2011.07.071,13.24930405,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
239,10.1016/j.jpowsour.2011.07.071,13.41014538,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
240,10.1016/j.jpowsour.2011.07.071,14.20275286,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
241,10.1016/j.jpowsour.2011.07.071,14.97757501,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
242,10.1016/j.jpowsour.2011.07.071,15.08815342,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
243,10.1016/j.jpowsour.2011.07.071,15.24435509,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
244,10.1016/j.jpowsour.2011.07.071,15.40287659,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
245,10.1016/j.jpowsour.2011.07.071,15.50881534,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
246,10.1016/j.jpowsour.2011.07.071,15.6147541,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
247,10.1016/j.jpowsour.2011.07.071,15.87380142,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
248,10.1016/j.jpowsour.2011.07.071,14.02618827,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
249,10.1016/j.jpowsour.2011.07.071,14.2478606,TFSI,EC:0.500+DMC:0.500,0.6931471805599453,46.05,1.2449999999999999,46.05,1.2449999999999999,0,0,1,0,0,1,0.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0
3593,10.1149/1.1344281,16.88831057,TFSI,PC:1.000,-0.0,64.9,2.53,64.9,2.53,0,0,1,0,0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
3594,10.1149/1.1344281,15.5992403,TFSI,PC:1.000,-0.0,64.9,2.53,64.9,2.53,0,0,1,0,0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
3595,10.1149/1.1344281,15.11159636,TFSI,PC:1.000,-0.0,64.9,2.53,64.9,2.53,0,0,1,0,0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
3596,10.1149/1.1344281,14.18156428,TFSI,PC:1.000,-0.0,64.9,2.53,64.9,2.53,0,0,1,0,0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
3597,10.1149/1.1344281,13.73823796,TFSI,PC:1.000,-0.0,64.9,2.53,64.9,2.53,0,0,1,0,0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
3598,10.1149/1.1344281,12.89272821,TFSI,PC:1.000,-0.0,64.9,2.53,64.9,2.53,0,0,1,0,0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
3599,10.1149/1.1344281,11.90863732,TFSI,PC:1.000,-0.0,64.9,2.53,64.9,2.53,0,0,1,0,0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
3600,10.1149/1.1344281,10.99966124,TFSI,PC:1.000,-0.0,64.9,2.53,64.9,2.53,0,0,1,0,0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
3601,10.1149/1.1344281,10.48792698,TFSI,PC:1.000,-0.0,64.9,2.53,64.9,2.53,0,0,1,0,0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
3602,10.1149/1.1344281,9.842455236,TFSI,PC:1.000,-0.0,64.9,2.53,64.9,2.53,0,0,1,0,0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
3603,10.1149/1.1344281,8.947962141,TFSI,PC:1.000,-0.0,64.9,2.53,64.9,2.53,0,0,1,0,0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
3604,10.1149/1.1344281,8.397266396,TFSI,PC:1.000,-0.0,64.9,2.53,64.9,2.53,0,0,1,0,0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
3605,10.1149/1.1344281,7.395465531,TFSI,PC:1.000,-0.0,64.9,2.53,64.9,2.53,0,0,1,0,0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
3606,10.1149/1.1344281,6.830975986,TFSI,PC:1.000,-0.0,64.9,2.53,64.9,2.53,0,0,1,0,0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
3607,10.1149/1.1344281,6.112331451,TFSI,PC:1.000,-0.0,64.9,2.53,64.9,2.53,0,0,1,0,0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
