original_row_index,doi,original_salt,rejection_reason
13308,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13309,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13310,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13311,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13312,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13313,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Methylene chloride=0.3
13314,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Methylene chloride=0.5
13315,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Methylene chloride=0.7
13316,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Methylene chloride=0.25; Sulfolane=0.75 | no nonzero supported solvent composition
13317,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Methylene chloride=0.5; Sulfolane=0.5 | no nonzero supported solvent composition
13318,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Methylene chloride=0.5; Sulfolane=0.25; 3-Glyme=0.25 | no nonzero supported solvent composition
13319,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Methylene chloride=0.25; Sulfolane=0.5; 3-Glyme=0.25 | no nonzero supported solvent composition
13320,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Methylene chloride=0.3; THF=0.7 | no nonzero supported solvent composition
13321,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Methylene chloride=0.5; THF=0.5 | no nonzero supported solvent composition
13322,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Methylene chloride=0.7; THF=0.3 | no nonzero supported solvent composition
13323,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-MeSulfolane=0.5 | no nonzero supported solvent composition
13324,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6
13325,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6
13326,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5
13327,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.45; 3-Glyme=0.45
13328,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Toluene=0.3
13329,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): 3-Glyme=0.5; Propylsulfone=0.5 | no nonzero supported solvent composition
13330,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.25; Pseudocumeme=0.25 | no nonzero supported solvent composition
13331,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13332,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13333,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13334,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13335,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13336,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.3
13337,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.5
13338,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.7
13339,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Methylene chloride=0.25; Sulfolane=0.75 | no nonzero supported solvent composition
13340,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Methylene chloride=0.5; Sulfolane=0.5 | no nonzero supported solvent composition
13341,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Methylene chloride=0.5; Sulfolane=0.25; 3-Glyme=0.25 | no nonzero supported solvent composition
13342,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Methylene chloride=0.25; Sulfolane=0.5; 3-Glyme=0.25 | no nonzero supported solvent composition
13343,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.3; THF=0.7 | no nonzero supported solvent composition
13344,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.5; THF=0.5 | no nonzero supported solvent composition
13345,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.7; THF=0.3 | no nonzero supported solvent composition
13346,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-MeSulfolane=0.5 | no nonzero supported solvent composition
13347,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6
13348,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6
13349,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5
13350,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.45; 3-Glyme=0.45
13351,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Toluene=0.3
13352,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): 3-Glyme=0.5; Propylsulfone=0.5 | no nonzero supported solvent composition
13353,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.25; Pseudocumeme=0.25 | no nonzero supported solvent composition
13354,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13355,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13356,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13357,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13358,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13359,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.3
13360,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.5
13361,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.7
13362,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Methylene chloride=0.25; Sulfolane=0.75 | no nonzero supported solvent composition
13363,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Methylene chloride=0.5; Sulfolane=0.5 | no nonzero supported solvent composition
13364,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.5; Sulfolane=0.25; 3-Glyme=0.25 | no nonzero supported solvent composition
13365,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Methylene chloride=0.25; Sulfolane=0.5; 3-Glyme=0.25 | no nonzero supported solvent composition
13366,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.3; THF=0.7 | no nonzero supported solvent composition
13367,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.5; THF=0.5 | no nonzero supported solvent composition
13368,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.7; THF=0.3 | no nonzero supported solvent composition
13369,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-MeSulfolane=0.5 | no nonzero supported solvent composition
13370,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6
13371,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6
13372,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5
13373,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.45; 3-Glyme=0.45
13374,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Toluene=0.3
13375,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): 3-Glyme=0.5; Propylsulfone=0.5 | no nonzero supported solvent composition
13376,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.25; Pseudocumeme=0.25 | no nonzero supported solvent composition
13377,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13378,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13379,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13380,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13381,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13382,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.3
13383,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.5
13384,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.7
13385,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Methylene chloride=0.25; Sulfolane=0.75 | no nonzero supported solvent composition
13386,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.5; Sulfolane=0.5 | no nonzero supported solvent composition
13387,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.5; Sulfolane=0.25; 3-Glyme=0.25 | no nonzero supported solvent composition
13388,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Methylene chloride=0.25; Sulfolane=0.5; 3-Glyme=0.25 | no nonzero supported solvent composition
13389,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.3; THF=0.7 | no nonzero supported solvent composition
13390,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.5; THF=0.5 | no nonzero supported solvent composition
13391,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Methylene chloride=0.7; THF=0.3 | no nonzero supported solvent composition
13392,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-MeSulfolane=0.5 | no nonzero supported solvent composition
13393,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6
13394,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6
13395,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5
13396,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.45; 3-Glyme=0.45
13397,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Toluene=0.3
13398,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): 3-Glyme=0.5; Propylsulfone=0.5 | no nonzero supported solvent composition
13399,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.25; Pseudocumeme=0.25 | no nonzero supported solvent composition
13400,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13401,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13402,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13403,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13404,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=1 | no nonzero supported solvent composition
13405,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13406,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13407,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.25; 4-Glyme=0.75 | no nonzero supported solvent composition
13408,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13409,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Toluene=0.3; Sulfolane=0.7 | no nonzero supported solvent composition
13410,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Toluene=0.25; Sulfolane=0.5; 3-Glyme=0.25 | no nonzero supported solvent composition
13411,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Toluene=0.5; Sulfolane=0.25; 3-Glyme=0.25 | no nonzero supported solvent composition
13412,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13413,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13414,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.25; 3-Glyme=0.75 | no nonzero supported solvent composition
13415,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13416,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.75; 3-Glyme=0.25 | no nonzero supported solvent composition
13417,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13418,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13419,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): TEOS=1 | no nonzero supported solvent composition
13420,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): THF=1 | no nonzero supported solvent composition
13421,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): 3-Glyme=1 | no nonzero supported solvent composition
13422,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.25; m-Xylene=0.25 | no nonzero supported solvent composition
13423,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.25; o-Xylene=0.25 | no nonzero supported solvent composition
13424,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13425,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13426,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.25; 4-Glyme=0.75 | no nonzero supported solvent composition
13427,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13428,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Toluene=0.3; Sulfolane=0.7 | no nonzero supported solvent composition
13429,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Toluene=0.25; Sulfolane=0.5; 3-Glyme=0.25 | no nonzero supported solvent composition
13430,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Toluene=0.5; Sulfolane=0.25; 3-Glyme=0.25 | no nonzero supported solvent composition
13431,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13432,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13433,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.25; 3-Glyme=0.75 | no nonzero supported solvent composition
13434,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13435,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.75; 3-Glyme=0.25 | no nonzero supported solvent composition
13436,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13437,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.5 | no nonzero supported solvent composition
13438,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): TEOS=1 | no nonzero supported solvent composition
13439,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): THF=1 | no nonzero supported solvent composition
13440,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): 3-Glyme=1 | no nonzero supported solvent composition
13441,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.25; m-Xylene=0.25 | no nonzero supported solvent composition
13442,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 3-Glyme=0.25; o-Xylene=0.25 | no nonzero supported solvent composition
13443,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13444,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13445,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Sulfolane=0.25; 4-Glyme=0.75 | no nonzero supported solvent composition
13446,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | unsupported nonzero solvent(s): Sulfolane=0.5; 4-Glyme=0.5 | no nonzero supported solvent composition
13447,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Toluene=0.3; Sulfolane=0.7 | no nonzero supported solvent composition
13448,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Toluene=0.25; Sulfolane=0.5; 3-Glyme=0.25 | no nonzero supported solvent composition
13449,10.1016/0378-7753(91)80004-H,LiAsF6,unsupported or ambiguous salt: LiAsF6 | missing or non-numeric conductivity k | unsupported nonzero solvent(s): Toluene=0.5; Sulfolane=0.25; 3-Glyme=0.25 | no nonzero supported solvent composition
