original_row_index,doi,conductivity,anion_name,composition_summary,salt_conc,temperature,replicate_count,cluster_id,pca1,pca2
223,10.1016/j.jpowsour.2011.07.071,7.226260439,TFSI,EC:0.500+DMC:0.500,1.0,289.9845345,1,1,1.3926834906669598,0.37448071581146974
224,10.1016/j.jpowsour.2011.07.071,7.696412001,TFSI,EC:0.500+DMC:0.500,1.0,292.1342406,1,1,1.3926834906669598,0.37448071581146974
225,10.1016/j.jpowsour.2011.07.071,8.064491185,TFSI,EC:0.500+DMC:0.500,1.0,294.2777606,1,1,1.3926834906669598,0.37448071581146974
226,10.1016/j.jpowsour.2011.07.071,8.638261676,TFSI,EC:0.500+DMC:0.500,1.0,296.736777,1,1,1.3926834906669598,0.37448071581146974
227,10.1016/j.jpowsour.2011.07.071,8.849365914,TFSI,EC:0.500+DMC:0.500,1.0,298.1132075,1,1,1.3926834906669598,0.37448071581146974
228,10.1016/j.jpowsour.2011.07.071,8.9607176,TFSI,EC:0.500+DMC:0.500,1.0,299.938138,1,1,1.3926834906669598,0.37448071581146974
229,10.1016/j.jpowsour.2011.07.071,9.638107021,TFSI,EC:0.500+DMC:0.500,1.0,302.7064646,1,1,1.3926834906669598,0.37448071581146974
230,10.1016/j.jpowsour.2011.07.071,9.799721621,TFSI,EC:0.500+DMC:0.500,1.0,304.3829261,1,1,1.3926834906669598,0.37448071581146974
231,10.1016/j.jpowsour.2011.07.071,10.11444479,TFSI,EC:0.500+DMC:0.500,1.0,306.0686669,1,1,1.3926834906669598,0.37448071581146974
232,10.1016/j.jpowsour.2011.07.071,10.78951438,TFSI,EC:0.500+DMC:0.500,1.0,308.3823075,1,1,1.3926834906669598,0.37448071581146974
233,10.1016/j.jpowsour.2011.07.071,11.15682029,TFSI,EC:0.500+DMC:0.500,1.0,310.3742654,1,1,1.3926834906669598,0.37448071581146974
234,10.1016/j.jpowsour.2011.07.071,11.83343644,TFSI,EC:0.500+DMC:0.500,1.0,312.99103,1,1,1.3926834906669598,0.37448071581146974
235,10.1016/j.jpowsour.2011.07.071,12.0437674,TFSI,EC:0.500+DMC:0.500,1.0,314.2158985,1,1,1.3926834906669598,0.37448071581146974
236,10.1016/j.jpowsour.2011.07.071,12.46288277,TFSI,EC:0.500+DMC:0.500,1.0,316.3625116,1,1,1.3926834906669598,0.37448071581146974
237,10.1016/j.jpowsour.2011.07.071,12.88122487,TFSI,EC:0.500+DMC:0.500,1.0,318.3575626,1,1,1.3926834906669598,0.37448071581146974
238,10.1016/j.jpowsour.2011.07.071,13.24930405,TFSI,EC:0.500+DMC:0.500,1.0,320.5010826,1,1,1.3926834906669598,0.37448071581146974
239,10.1016/j.jpowsour.2011.07.071,13.41014538,TFSI,EC:0.500+DMC:0.500,1.0,322.0259821,1,1,1.3926834906669598,0.37448071581146974
240,10.1016/j.jpowsour.2011.07.071,14.20275286,TFSI,EC:0.500+DMC:0.500,1.0,327.3770492,1,1,1.3926834906669598,0.37448071581146974
241,10.1016/j.jpowsour.2011.07.071,14.97757501,TFSI,EC:0.500+DMC:0.500,1.0,329.2421899,1,1,1.3926834906669598,0.37448071581146974
242,10.1016/j.jpowsour.2011.07.071,15.08815342,TFSI,EC:0.500+DMC:0.500,1.0,330.9155583,1,1,1.3926834906669598,0.37448071581146974
243,10.1016/j.jpowsour.2011.07.071,15.24435509,TFSI,EC:0.500+DMC:0.500,1.0,331.5310857,1,1,1.3926834906669598,0.37448071581146974
244,10.1016/j.jpowsour.2011.07.071,15.40287659,TFSI,EC:0.500+DMC:0.500,1.0,332.6012991,1,1,1.3926834906669598,0.37448071581146974
245,10.1016/j.jpowsour.2011.07.071,15.50881534,TFSI,EC:0.500+DMC:0.500,1.0,333.3652954,1,1,1.3926834906669598,0.37448071581146974
246,10.1016/j.jpowsour.2011.07.071,15.6147541,TFSI,EC:0.500+DMC:0.500,1.0,334.1292917,1,1,1.3926834906669598,0.37448071581146974
247,10.1016/j.jpowsour.2011.07.071,15.87380142,TFSI,EC:0.500+DMC:0.500,1.0,334.9025673,1,1,1.3926834906669598,0.37448071581146974
248,10.1016/j.jpowsour.2011.07.071,14.02618827,TFSI,EC:0.500+DMC:0.500,1.0,324.4370554,1,1,1.3926834906669598,0.37448071581146974
249,10.1016/j.jpowsour.2011.07.071,14.2478606,TFSI,EC:0.500+DMC:0.500,1.0,326.2181668,1,1,1.3926834906669598,0.37448071581146974
3593,10.1149/1.1344281,16.88831057,TFSI,PC:1.000,1.0,375.3490984,1,4,-3.988978366654437,3.073270820474272
3594,10.1149/1.1344281,15.5992403,TFSI,PC:1.000,1.0,370.2464953,1,4,-3.988978366654437,3.073270820474272
3595,10.1149/1.1344281,15.11159636,TFSI,PC:1.000,1.0,365.2885407,1,4,-3.988978366654437,3.073270820474272
3596,10.1149/1.1344281,14.18156428,TFSI,PC:1.000,1.0,360.0909409,1,4,-3.988978366654437,3.073270820474272
3597,10.1149/1.1344281,13.73823796,TFSI,PC:1.000,1.0,355.7556741,1,4,-3.988978366654437,3.073270820474272
3598,10.1149/1.1344281,12.89272821,TFSI,PC:1.000,1.0,349.786968,1,4,-3.988978366654437,3.073270820474272
3599,10.1149/1.1344281,11.90863732,TFSI,PC:1.000,1.0,345.6878836,1,4,-3.988978366654437,3.073270820474272
3600,10.1149/1.1344281,10.99966124,TFSI,PC:1.000,1.0,340.3733362,1,4,-3.988978366654437,3.073270820474272
3601,10.1149/1.1344281,10.48792698,TFSI,PC:1.000,1.0,335.5409396,1,4,-3.988978366654437,3.073270820474272
3602,10.1149/1.1344281,9.842455236,TFSI,PC:1.000,1.0,331.1503252,1,4,-3.988978366654437,3.073270820474272
3603,10.1149/1.1344281,8.947962141,TFSI,PC:1.000,1.0,325.6695285,1,4,-3.988978366654437,3.073270820474272
3604,10.1149/1.1344281,8.397266396,TFSI,PC:1.000,1.0,321.2409042,1,4,-3.988978366654437,3.073270820474272
3605,10.1149/1.1344281,7.395465531,TFSI,PC:1.000,1.0,316.0767795,1,4,-3.988978366654437,3.073270820474272
3606,10.1149/1.1344281,6.830975986,TFSI,PC:1.000,1.0,310.8093421,1,4,-3.988978366654437,3.073270820474272
3607,10.1149/1.1344281,6.112331451,TFSI,PC:1.000,1.0,305.9744521,1,4,-3.988978366654437,3.073270820474272
3608,10.1149/1.1344281,5.469291042,TFSI,PC:1.000,1.0,301.5435986,1,4,-3.988978366654437,3.073270820474272
3609,10.1149/1.1344281,4.893900918,TFSI,PC:1.000,1.0,296.9905725,1,4,-3.988978366654437,3.073270820474272
3610,10.1149/1.1344281,4.175318937,TFSI,PC:1.000,1.0,292.0865677,1,4,-3.988978366654437,3.073270820474272
3611,10.1149/1.1344281,3.677199915,TFSI,PC:1.000,1.0,286.6490324,1,4,-3.988978366654437,3.073270820474272
3612,10.1149/1.1344281,3.087842728,TFSI,PC:1.000,1.0,281.6288791,1,4,-3.988978366654437,3.073270820474272
3613,10.1149/1.1344281,2.634448149,TFSI,PC:1.000,1.0,276.5673943,1,4,-3.988978366654437,3.073270820474272
3614,10.1149/1.1344281,2.109297952,TFSI,PC:1.000,1.0,271.8869669,1,4,-3.988978366654437,3.073270820474272
3615,10.1149/1.1344281,1.715863589,TFSI,PC:1.000,1.0,267.1624981,1,4,-3.988978366654437,3.073270820474272
3616,10.1149/1.1344281,1.395814116,TFSI,PC:1.000,1.0,262.0179582,1,4,-3.988978366654437,3.073270820474272
3617,10.1149/1.1344281,1.016006653,TFSI,PC:1.000,1.0,256.501612,1,4,-3.988978366654437,3.073270820474272
3618,10.1149/1.1344281,0.763411364,TFSI,PC:1.000,1.0,252.1072196,1,4,-3.988978366654437,3.073270820474272
3619,10.1149/1.1344281,0.538312523,TFSI,PC:1.000,1.0,247.165816,1,4,-3.988978366654437,3.073270820474272
3620,10.1149/1.1344281,0.367719991,TFSI,PC:1.000,1.0,242.0815012,1,4,-3.988978366654437,3.073270820474272
3621,10.1149/1.1344281,0.243336298,TFSI,PC:1.000,1.0,237.6763815,1,4,-3.988978366654437,3.073270820474272
3622,10.1149/1.1344281,0.146391965,TFSI,PC:1.000,1.0,232.6574704,1,4,-3.988978366654437,3.073270820474272
3623,10.1149/1.1344281,0.078804628,TFSI,PC:1.000,1.0,227.8390808,1,4,-3.988978366654437,3.073270820474272
3624,10.1149/1.1344281,0.038566204,TFSI,PC:1.000,1.0,222.0932641,1,4,-3.988978366654437,3.073270820474272
3625,10.1149/1.1344281,0.018873918,TFSI,PC:1.000,1.0,217.6928575,1,4,-3.988978366654437,3.073270820474272
3724,10.1149/1.1344281,15.11159636,ClO4,PC:1.000,1.0,393.6420782,1,4,-4.598858879034745,3.015585370729177
3725,10.1149/1.1344281,14.63919654,ClO4,PC:1.000,1.0,388.4671114,1,4,-4.598858879034745,3.015585370729177
3726,10.1149/1.1344281,14.18156428,ClO4,PC:1.000,1.0,384.2564945,1,4,-4.598858879034745,3.015585370729177
3727,10.1149/1.1344281,13.73823796,ClO4,PC:1.000,1.0,379.3238125,1,4,-4.598858879034745,3.015585370729177
3728,10.1149/1.1344281,13.30877035,ClO4,PC:1.000,1.0,374.9116891,1,4,-4.598858879034745,3.015585370729177
3729,10.1149/1.1344281,12.48969187,ClO4,PC:1.000,1.0,369.823548,1,4,-4.598858879034745,3.015585370729177
3730,10.1149/1.1344281,11.72102298,ClO4,PC:1.000,1.0,364.8716658,1,4,-4.598858879034745,3.015585370729177
3731,10.1149/1.1344281,11.175729,ClO4,PC:1.000,1.0,360.0531599,1,4,-4.598858879034745,3.015585370729177
3732,10.1149/1.1344281,10.48792698,ClO4,PC:1.000,1.0,355.3578086,1,4,-4.598858879034745,3.015585370729177
3733,10.1149/1.1344281,9.687392507,ClO4,PC:1.000,1.0,349.744189,1,4,-4.598858879034745,3.015585370729177
3734,10.1149/1.1344281,9.091189065,ClO4,PC:1.000,1.0,345.6484223,1,4,-4.598858879034745,3.015585370729177
3735,10.1149/1.1344281,8.397266396,ClO4,PC:1.000,1.0,340.6616679,1,4,-4.598858879034745,3.015585370729177
3736,10.1149/1.1344281,7.880462816,ClO4,PC:1.000,1.0,335.501574,1,4,-4.598858879034745,3.015585370729177
3737,10.1149/1.1344281,7.51384218,ClO4,PC:1.000,1.0,330.1901921,1,4,-4.598858879034745,3.015585370729177
3738,10.1149/1.1344281,6.940317048,ClO4,PC:1.000,1.0,325.6365649,1,4,-4.598858879034745,3.015585370729177
3739,10.1149/1.1344281,6.309573445,ClO4,PC:1.000,1.0,321.2048223,1,4,-4.598858879034745,3.015585370729177
3740,10.1149/1.1344281,5.645782431,ClO4,PC:1.000,1.0,315.7626765,1,4,-4.598858879034745,3.015585370729177
3741,10.1149/1.1344281,5.214844698,ClO4,PC:1.000,1.0,311.3225235,1,4,-4.598858879034745,3.015585370729177
3742,10.1149/1.1344281,4.740913909,ClO4,PC:1.000,1.0,305.9453548,1,4,-4.598858879034745,3.015585370729177
3743,10.1149/1.1344281,4.175318937,ClO4,PC:1.000,1.0,301.5135718,1,4,-4.598858879034745,3.015585370729177
3744,10.1149/1.1344281,3.736059577,ClO4,PC:1.000,1.0,296.4654522,1,4,-4.598858879034745,3.015585370729177
3745,10.1149/1.1344281,3.343011965,ClO4,PC:1.000,1.0,291.823279,1,4,-4.598858879034745,3.015585370729177
3746,10.1149/1.1344281,2.897803719,ClO4,PC:1.000,1.0,286.6250905,1,4,-4.598858879034745,3.015585370729177
3747,10.1149/1.1344281,2.39502662,ClO4,PC:1.000,1.0,281.6042278,1,4,-4.598858879034745,3.015585370729177
3748,10.1149/1.1344281,2.043359718,ClO4,PC:1.000,1.0,276.9751462,1,4,-4.598858879034745,3.015585370729177
3749,10.1149/1.1344281,1.743328822,ClO4,PC:1.000,1.0,271.8697349,1,4,-4.598858879034745,3.015585370729177
3750,10.1149/1.1344281,1.395814116,ClO4,PC:1.000,1.0,266.9435931,1,4,-4.598858879034745,3.015585370729177
3751,10.1149/1.1344281,1.099966124,ClO4,PC:1.000,1.0,261.8047361,1,4,-4.598858879034745,3.015585370729177
3752,10.1149/1.1344281,0.83972664,ClO4,PC:1.000,1.0,256.4862751,1,4,-4.598858879034745,3.015585370729177
3753,10.1149/1.1344281,0.601603487,ClO4,PC:1.000,1.0,251.7311868,1,4,-4.598858879034745,3.015585370729177
3754,10.1149/1.1344281,0.437904401,ClO4,PC:1.000,1.0,246.8067356,1,4,-4.598858879034745,3.015585370729177
3755,10.1149/1.1344281,0.308784273,ClO4,PC:1.000,1.0,242.0689785,1,4,-4.598858879034745,3.015585370729177
3756,10.1149/1.1344281,0.204335972,ClO4,PC:1.000,1.0,237.1879349,1,4,-4.598858879034745,3.015585370729177
3757,10.1149/1.1344281,0.135217992,ClO4,PC:1.000,1.0,232.8047832,1,4,-4.598858879034745,3.015585370729177
3758,10.1149/1.1344281,0.077563103,ClO4,PC:1.000,1.0,227.8380723,1,4,-4.598858879034745,3.015585370729177
3759,10.1149/1.1344281,0.038566204,ClO4,PC:1.000,1.0,222.7901682,1,4,-4.598858879034745,3.015585370729177
3760,10.1149/1.1344281,0.016360369,ClO4,PC:1.000,1.0,217.5511705,1,4,-4.598858879034745,3.015585370729177
3786,10.1149/1.1344281,2.579896064,ClO4,DME:1.000,0.5,342.1636336,1,2,-4.058807232646957,-4.770574696271161
3787,10.1149/1.1344281,2.62959886,ClO4,DME:1.000,0.5,338.0551762,1,2,-4.058807232646957,-4.770574696271161
3788,10.1149/1.1344281,2.680259201,ClO4,DME:1.000,0.5,333.0552761,1,2,-4.058807232646957,-4.770574696271161
3789,10.1149/1.1344281,2.714573827,ClO4,DME:1.000,0.5,328.1997969,1,2,-4.058807232646957,-4.770574696271161
3790,10.1149/1.1344281,2.749327774,ClO4,DME:1.000,0.5,323.4838556,1,2,-4.058807232646957,-4.770574696271161
3791,10.1149/1.1344281,2.784526666,ClO4,DME:1.000,0.5,318.2249727,1,2,-4.058807232646957,-4.770574696271161
3792,10.1149/1.1344281,2.820176199,ClO4,DME:1.000,0.5,313.3523897,1,2,-4.058807232646957,-4.770574696271161
3793,10.1149/1.1344281,2.911309636,ClO4,DME:1.000,0.5,307.1556519,1,2,-4.058807232646957,-4.770574696271161
3794,10.1149/1.1344281,2.948582337,ClO4,DME:1.000,0.5,303.021284,1,2,-4.058807232646957,-4.770574696271161
3795,10.1149/1.1344281,2.986332231,ClO4,DME:1.000,0.5,298.0067029,1,2,-4.058807232646957,-4.770574696271161
3796,10.1149/1.1344281,2.986332231,ClO4,DME:1.000,0.5,293.344378,1,2,-4.058807232646957,-4.770574696271161
3797,10.1149/1.1344281,2.986332231,ClO4,DME:1.000,0.5,287.5338457,1,2,-4.058807232646957,-4.770574696271161
3798,10.1149/1.1344281,2.911309636,ClO4,DME:1.000,0.5,282.831159,1,2,-4.058807232646957,-4.770574696271161
3799,10.1149/1.1344281,2.802294743,ClO4,DME:1.000,0.5,277.9341762,1,2,-4.058807232646957,-4.770574696271161
3800,10.1149/1.1344281,2.784526666,ClO4,DME:1.000,0.5,273.3744374,1,2,-4.058807232646957,-4.770574696271161
3801,10.1149/1.1344281,2.714573827,ClO4,DME:1.000,0.5,267.9981574,1,2,-4.058807232646957,-4.770574696271161
3802,10.1149/1.1344281,2.714573827,ClO4,DME:1.000,0.5,263.1400409,1,2,-4.058807232646957,-4.770574696271161
3803,10.1149/1.1344281,2.596358393,ClO4,DME:1.000,0.5,257.41429,1,2,-4.058807232646957,-4.770574696271161
3804,10.1149/1.1344281,2.531132715,ClO4,DME:1.000,0.5,252.3586002,1,2,-4.058807232646957,-4.770574696271161
3805,10.1149/1.1344281,2.271713669,ClO4,DME:1.000,0.5,247.7604222,1,2,-4.058807232646957,-4.770574696271161
3806,10.1149/1.1344281,1.541151395,ClO4,DME:1.000,0.5,242.7698113,1,2,-4.058807232646957,-4.770574696271161
3807,10.1149/1.1344281,0.575000879,ClO4,DME:1.000,0.5,236.6597417,1,2,-4.058807232646957,-4.770574696271161
3808,10.1149/1.1344281,0.454421178,ClO4,DME:1.000,0.5,231.2829745,1,2,-4.058807232646957,-4.770574696271161
3809,10.1149/1.1344281,0.363725275,ClO4,DME:1.000,0.5,226.3738768,1,2,-4.058807232646957,-4.770574696271161
3810,10.1149/1.1344281,0.308283497,ClO4,DME:1.000,0.5,221.8928866,1,2,-4.058807232646957,-4.770574696271161
3811,10.1149/1.1344281,0.262959886,ClO4,DME:1.000,0.5,217.271265,1,2,-4.058807232646957,-4.770574696271161
3812,10.1149/1.1344281,0.220060166,ClO4,DME:1.000,0.5,212.2342837,1,2,-4.058807232646957,-4.770574696271161
3813,10.1149/1.1344281,10.25769363,TFSI,DME:1.000,0.5,338.3557034,1,2,-3.44892672026665,-4.712889246526066
3814,10.1149/1.1344281,10.25769363,TFSI,DME:1.000,0.5,333.0961378,1,2,-3.44892672026665,-4.712889246526066
3815,10.1149/1.1344281,10.25769363,TFSI,DME:1.000,0.5,328.2368302,1,2,-3.44892672026665,-4.712889246526066
3816,10.1149/1.1344281,10.32314802,TFSI,DME:1.000,0.5,322.8222872,1,2,-3.44892672026665,-4.712889246526066
3817,10.1149/1.1344281,10.32314802,TFSI,DME:1.000,0.5,317.8065302,1,2,-3.44892672026665,-4.712889246526066
3818,10.1149/1.1344281,10.0,TFSI,DME:1.000,0.5,313.3740906,1,2,-3.44892672026665,-4.712889246526066
3819,10.1149/1.1344281,10.0,TFSI,DME:1.000,0.5,308.4339357,1,2,-3.44892672026665,-4.712889246526066
3820,10.1149/1.1344281,9.873591112,TFSI,DME:1.000,0.5,303.2356303,1,2,-3.44892672026665,-4.712889246526066
3821,10.1149/1.1344281,9.748780144,TFSI,DME:1.000,0.5,297.4212537,1,2,-3.44892672026665,-4.712889246526066
3822,10.1149/1.1344281,9.4436117,TFSI,DME:1.000,0.5,292.5814702,1,2,-3.44892672026665,-4.712889246526066
3823,10.1149/1.1344281,9.147996017,TFSI,DME:1.000,0.5,287.5287705,1,2,-3.44892672026665,-4.712889246526066
3824,10.1149/1.1344281,8.749615134,TFSI,DME:1.000,0.5,282.2910457,1,2,-3.44892672026665,-4.712889246526066
3825,10.1149/1.1344281,8.421983081,TFSI,DME:1.000,0.5,277.7550436,1,2,-3.44892672026665,-4.712889246526066
3826,10.1149/1.1344281,8.106619313,TFSI,DME:1.000,0.5,272.5347235,1,2,-3.44892672026665,-4.712889246526066
3827,10.1149/1.1344281,7.558803207,TFSI,DME:1.000,0.5,267.3436967,1,2,-3.44892672026665,-4.712889246526066
3828,10.1149/1.1344281,7.13824024,TFSI,DME:1.000,0.5,262.5014503,1,2,-3.44892672026665,-4.712889246526066
3829,10.1149/1.1344281,6.741076905,TFSI,DME:1.000,0.5,258.1272857,1,2,-3.44892672026665,-4.712889246526066
3830,10.1149/1.1344281,6.285539232,TFSI,DME:1.000,0.5,252.8961185,1,2,-3.44892672026665,-4.712889246526066
3831,10.1149/1.1344281,5.713550593,TFSI,DME:1.000,0.5,247.0532567,1,2,-3.44892672026665,-4.712889246526066
3832,10.1149/1.1344281,4.904646766,TFSI,DME:1.000,0.5,241.4678399,1,2,-3.44892672026665,-4.712889246526066
3833,10.1149/1.1344281,4.130685208,TFSI,DME:1.000,0.5,235.0174568,1,2,-3.44892672026665,-4.712889246526066
3834,10.1149/1.1344281,3.456798248,TFSI,DME:1.000,0.5,227.9743728,1,2,-3.44892672026665,-4.712889246526066
3835,10.1149/1.1344281,3.005388031,TFSI,DME:1.000,0.5,221.9999346,1,2,-3.44892672026665,-4.712889246526066
3836,10.1149/1.1344281,2.62959886,TFSI,DME:1.000,0.5,217.3762197,1,2,-3.44892672026665,-4.712889246526066
3837,10.1149/1.1344281,2.420905854,TFSI,DME:1.000,0.5,214.3657983,1,2,-3.44892672026665,-4.712889246526066
3838,10.1149/1.1344281,2.271713669,TFSI,DME:1.000,0.5,211.8374067,1,2,-3.44892672026665,-4.712889246526066
4363,10.1149/1.1466857,0.551948052,PF6,EC:0.300+EMC:0.700,1.0,222.7274648,1,3,1.2337734972023797,-1.590518411771162
4364,10.1149/1.1466857,1.038961039,PF6,EC:0.300+EMC:0.700,1.0,232.5866197,1,3,1.2337734972023797,-1.590518411771162
4365,10.1149/1.1466857,1.818181818,PF6,EC:0.300+EMC:0.700,1.0,243.0091549,1,3,1.2337734972023797,-1.590518411771162
4366,10.1149/1.1466857,2.824675325,PF6,EC:0.300+EMC:0.700,1.0,252.8683099,1,3,1.2337734972023797,-1.590518411771162
4367,10.1149/1.1466857,3.928571429,PF6,EC:0.300+EMC:0.700,1.0,263.0091549,1,3,1.2337734972023797,-1.590518411771162
4368,10.1149/1.1466857,5.162337662,PF6,EC:0.300+EMC:0.700,1.0,272.8683099,1,3,1.2337734972023797,-1.590518411771162
4369,10.1149/1.1466857,6.493506494,PF6,EC:0.300+EMC:0.700,1.0,283.0091549,1,3,1.2337734972023797,-1.590518411771162
4370,10.1149/1.1466857,7.954545455,PF6,EC:0.300+EMC:0.700,1.0,292.8683099,1,3,1.2337734972023797,-1.590518411771162
4371,10.1149/1.1466857,9.545454545,PF6,EC:0.300+EMC:0.700,1.0,303.0091549,1,3,1.2337734972023797,-1.590518411771162
4372,10.1149/1.1466857,11.16883117,PF6,EC:0.300+EMC:0.700,1.0,312.8683099,1,3,1.2337734972023797,-1.590518411771162
4373,10.1149/1.1466857,12.5974026,PF6,EC:0.300+EMC:0.700,1.0,323.0091549,1,3,1.2337734972023797,-1.590518411771162
4374,10.1149/1.1466857,14.05844156,PF6,EC:0.300+EMC:0.700,1.0,333.15,1,3,1.2337734972023797,-1.590518411771162
4375,10.1149/1.1466857,0.12987013,BF4,EC:0.300+EMC:0.700,1.0,222.4457746,1,3,0.8204914953856425,-1.8236774823782305
4376,10.1149/1.1466857,0.454545455,BF4,EC:0.300+EMC:0.700,1.0,232.5866197,1,3,0.8204914953856425,-1.8236774823782305
4377,10.1149/1.1466857,0.714285714,BF4,EC:0.300+EMC:0.700,1.0,243.0091549,1,3,0.8204914953856425,-1.8236774823782305
4378,10.1149/1.1466857,0.974025974,BF4,EC:0.300+EMC:0.700,1.0,252.8683099,1,3,0.8204914953856425,-1.8236774823782305
4379,10.1149/1.1466857,1.233766234,BF4,EC:0.300+EMC:0.700,1.0,263.0091549,1,3,0.8204914953856425,-1.8236774823782305
4380,10.1149/1.1466857,1.720779221,BF4,EC:0.300+EMC:0.700,1.0,272.8683099,1,3,0.8204914953856425,-1.8236774823782305
4381,10.1149/1.1466857,2.045454545,BF4,EC:0.300+EMC:0.700,1.0,283.2908451,1,3,0.8204914953856425,-1.8236774823782305
4382,10.1149/1.1466857,2.564935065,BF4,EC:0.300+EMC:0.700,1.0,293.15,1,3,0.8204914953856425,-1.8236774823782305
4383,10.1149/1.1466857,3.084415584,BF4,EC:0.300+EMC:0.700,1.0,303.0091549,1,3,0.8204914953856425,-1.8236774823782305
4384,10.1149/1.1466857,3.506493506,BF4,EC:0.300+EMC:0.700,1.0,312.8683099,1,3,0.8204914953856425,-1.8236774823782305
4385,10.1149/1.1466857,3.928571429,BF4,EC:0.300+EMC:0.700,1.0,323.2908451,1,3,0.8204914953856425,-1.8236774823782305
4386,10.1149/1.1466857,4.220779221,BF4,EC:0.300+EMC:0.700,1.0,333.15,1,3,0.8204914953856425,-1.8236774823782305
10872,10.1149/1.1872737,0.0,PF6,EC:0.270+PC:0.100+DMC:0.630,0.0,333.0,1,1,1.5638107318572008,-0.3320346409329556
10873,10.1149/1.1872737,12.29547642,PF6,EC:0.270+PC:0.100+DMC:0.630,0.388663968,333.0,1,1,1.5500874083447516,0.036586393283609436
10874,10.1149/1.1872737,12.82483157,PF6,EC:0.270+PC:0.100+DMC:0.630,0.391363023,333.0,1,1,1.549992107498796,0.039146261260636334
10875,10.1149/1.1872737,19.30943215,PF6,EC:0.270+PC:0.100+DMC:0.630,0.960863698,333.0,2,1,1.529883626530518,0.5792784708034874
10877,10.1149/1.1872737,18.21462945,PF6,EC:0.270+PC:0.100+DMC:0.630,1.732793522,333.0,1,1,1.5026275812681482,1.3114008013857008
10878,10.1149/1.1872737,15.816490216666669,PF6,EC:0.270+PC:0.100+DMC:0.630,2.240215924,333.0,3,1,1.484711020039323,1.7926560398694846
10881,10.1149/1.1872737,7.747834456,PF6,EC:0.270+PC:0.100+DMC:0.630,3.330634278,333.0,2,1,1.4462094735418232,2.8268428296781143
10884,10.1149/1.1872737,10.08180943,PF6,EC:0.270+PC:0.100+DMC:0.630,0.388663968,313.0,1,1,1.5500874083447516,0.036586393283609436
10885,10.1149/1.1872737,14.96631376,PF6,EC:0.270+PC:0.100+DMC:0.630,0.960863698,313.0,1,1,1.529883626530518,0.5792784708034874
10886,10.1149/1.1872737,14.19634264,PF6,EC:0.270+PC:0.100+DMC:0.630,1.738191633,313.0,1,1,1.5024369795409278,1.3165205382881857
10887,10.1149/1.1872737,13.16169394,PF6,EC:0.270+PC:0.100+DMC:0.630,1.735492578,313.0,1,1,1.5025322803868835,1.3139606703111588
10888,10.1149/1.1872737,10.29836381,PF6,EC:0.270+PC:0.100+DMC:0.630,2.234817814,313.0,1,1,1.4849016217312343,1.7875363039154308
10889,10.1149/1.1872737,3.970163619,PF6,EC:0.270+PC:0.100+DMC:0.630,3.333333333,313.0,1,1,1.4461141726958675,2.829402697655141
10890,10.1149/1.1872737,0.0,PF6,EC:0.270+PC:0.100+DMC:0.630,0.0,293.0,1,1,1.5638107318572008,-0.3320346409329556
10891,10.1149/1.1872737,7.832050048,PF6,EC:0.270+PC:0.100+DMC:0.630,0.394062078,293.0,2,1,1.5498968066528402,0.04170612923766301
10893,10.1149/1.1872737,10.77959577,PF6,EC:0.270+PC:0.100+DMC:0.630,0.955465587,293.0,1,1,1.5300742282577382,0.5741587339010022
10894,10.1149/1.1872737,8.54186718,PF6,EC:0.270+PC:0.100+DMC:0.630,1.735492578,293.0,1,1,1.5025322803868835,1.3139606703111588
10895,10.1149/1.1872737,6.207892204,PF6,EC:0.270+PC:0.100+DMC:0.630,2.237516869,293.0,2,1,1.4848063208852786,1.7900961718924573
10897,10.1149/1.1872737,1.588065448,PF6,EC:0.270+PC:0.100+DMC:0.630,3.333333333,293.0,1,1,1.4461141726958675,2.829402697655141
10898,10.1149/1.1872737,0.0,PF6,EC:0.270+PC:0.100+DMC:0.630,0.0,263.0,1,1,1.5638107318572008,-0.3320346409329556
10899,10.1149/1.1872737,4.234841193,PF6,EC:0.270+PC:0.100+DMC:0.630,0.391363023,263.0,1,1,1.549992107498796,0.039146261260636334
10900,10.1149/1.1872737,5.221366699,PF6,EC:0.270+PC:0.100+DMC:0.630,0.955465587,263.0,1,1,1.5300742282577382,0.5741587339010022
10901,10.1149/1.1872737,2.935514918,PF6,EC:0.270+PC:0.100+DMC:0.630,1.738191633,263.0,1,1,1.5024369795409278,1.3165205382881857
10902,10.1149/1.1872737,1.347449471,PF6,EC:0.270+PC:0.100+DMC:0.630,2.234817814,263.0,1,1,1.4849016217312343,1.7875363039154308
10903,10.1149/1.1872737,0.144369586,PF6,EC:0.270+PC:0.100+DMC:0.630,3.327935223,263.0,1,1,1.4463047743877788,2.8242829617010874
11883,10.1149/2.0571912jes,4.959,PF6,EC:0.500+DMC:0.500,0.503,263.15,1,1,2.1436358757953506,-0.09755707449086416
11884,10.1149/2.0571912jes,4.962,PF6,EC:0.500+DMC:0.500,1.003,263.15,1,1,2.1311932945821805,0.4952610389956534
11885,10.1149/2.0571912jes,2.955,PF6,EC:0.500+DMC:0.500,1.503,263.15,1,1,2.1187507133690104,1.0880791524821714
11886,10.1149/2.0571912jes,1.824,PF6,EC:0.500+DMC:0.500,2.0,263.15,1,1,2.1063827876431196,1.6773403572877703
11887,10.1149/2.0571912jes,0.756,PF6,EC:0.500+DMC:0.500,3.0,263.15,1,1,2.08149762521678,2.8629765842608057
