source_row_number,original_row_index,doi,anion_name,composition_summary,criterion_name,features_used,salt_conc_x_weighted_permittivity,salt_conc_x_weighted_viscosity,cluster_id,row_status,valid_feature_position,best_k,best_candidate_k,best_silhouette_score,one_cluster_fallback_used
101,150,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,101,5,5,0.7972778726861223,False
102,151,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,102,5,5,0.7972778726861223,False
103,152,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,103,5,5,0.7972778726861223,False
104,153,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,104,5,5,0.7972778726861223,False
105,154,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,105,5,5,0.7972778726861223,False
106,155,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,106,5,5,0.7972778726861223,False
107,156,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,107,5,5,0.7972778726861223,False
108,157,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,108,5,5,0.7972778726861223,False
109,158,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,109,5,5,0.7972778726861223,False
110,159,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,110,5,5,0.7972778726861223,False
111,160,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,111,5,5,0.7972778726861223,False
112,161,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,112,5,5,0.7972778726861223,False
113,162,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,113,5,5,0.7972778726861223,False
114,163,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,114,5,5,0.7972778726861223,False
115,164,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,115,5,5,0.7972778726861223,False
116,165,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,116,5,5,0.7972778726861223,False
117,166,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,117,5,5,0.7972778726861223,False
118,167,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,118,5,5,0.7972778726861223,False
119,168,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,119,5,5,0.7972778726861223,False
120,169,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,120,5,5,0.7972778726861223,False
121,170,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,121,5,5,0.7972778726861223,False
122,171,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,122,5,5,0.7972778726861223,False
123,172,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,123,5,5,0.7972778726861223,False
124,173,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,124,5,5,0.7972778726861223,False
125,174,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,125,5,5,0.7972778726861223,False
126,175,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,126,5,5,0.7972778726861223,False
127,176,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,127,5,5,0.7972778726861223,False
128,177,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,128,5,5,0.7972778726861223,False
129,178,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,129,5,5,0.7972778726861223,False
130,179,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,130,5,5,0.7972778726861223,False
131,180,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,131,5,5,0.7972778726861223,False
132,181,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,132,5,5,0.7972778726861223,False
133,182,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,133,5,5,0.7972778726861223,False
134,183,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,134,5,5,0.7972778726861223,False
135,184,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,135,5,5,0.7972778726861223,False
136,185,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,136,5,5,0.7972778726861223,False
137,186,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,137,5,5,0.7972778726861223,False
138,187,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,138,5,5,0.7972778726861223,False
139,188,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,139,5,5,0.7972778726861223,False
140,189,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,140,5,5,0.7972778726861223,False
141,190,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,141,5,5,0.7972778726861223,False
142,191,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,142,5,5,0.7972778726861223,False
143,192,10.1016/j.jpowsour.2011.07.071,PF6,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,143,5,5,0.7972778726861223,False
144,193,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,144,5,5,0.7972778726861223,False
145,194,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,145,5,5,0.7972778726861223,False
146,195,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,146,5,5,0.7972778726861223,False
147,196,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,147,5,5,0.7972778726861223,False
148,197,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,148,5,5,0.7972778726861223,False
149,198,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,149,5,5,0.7972778726861223,False
150,199,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,150,5,5,0.7972778726861223,False
151,200,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,151,5,5,0.7972778726861223,False
152,201,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,152,5,5,0.7972778726861223,False
153,202,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,153,5,5,0.7972778726861223,False
154,203,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,154,5,5,0.7972778726861223,False
155,204,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,155,5,5,0.7972778726861223,False
156,205,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,156,5,5,0.7972778726861223,False
157,206,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,157,5,5,0.7972778726861223,False
158,207,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,158,5,5,0.7972778726861223,False
159,208,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,159,5,5,0.7972778726861223,False
160,209,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,160,5,5,0.7972778726861223,False
161,210,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,161,5,5,0.7972778726861223,False
162,211,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,162,5,5,0.7972778726861223,False
163,212,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,163,5,5,0.7972778726861223,False
164,213,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,164,5,5,0.7972778726861223,False
165,214,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,165,5,5,0.7972778726861223,False
166,215,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,166,5,5,0.7972778726861223,False
167,216,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,167,5,5,0.7972778726861223,False
168,217,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,168,5,5,0.7972778726861223,False
169,218,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,169,5,5,0.7972778726861223,False
170,219,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,170,5,5,0.7972778726861223,False
171,220,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,171,5,5,0.7972778726861223,False
172,221,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,172,5,5,0.7972778726861223,False
173,222,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,173,5,5,0.7972778726861223,False
174,223,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,174,5,5,0.7972778726861223,False
175,224,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,175,5,5,0.7972778726861223,False
176,225,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,176,5,5,0.7972778726861223,False
177,226,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,177,5,5,0.7972778726861223,False
178,227,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,178,5,5,0.7972778726861223,False
179,228,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,179,5,5,0.7972778726861223,False
180,229,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,180,5,5,0.7972778726861223,False
181,230,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,181,5,5,0.7972778726861223,False
182,231,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,182,5,5,0.7972778726861223,False
183,232,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,183,5,5,0.7972778726861223,False
184,233,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,184,5,5,0.7972778726861223,False
185,234,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,185,5,5,0.7972778726861223,False
186,235,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,186,5,5,0.7972778726861223,False
187,236,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,187,5,5,0.7972778726861223,False
188,237,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,188,5,5,0.7972778726861223,False
189,238,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,189,5,5,0.7972778726861223,False
190,239,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,190,5,5,0.7972778726861223,False
191,240,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,191,5,5,0.7972778726861223,False
192,241,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,192,5,5,0.7972778726861223,False
193,242,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,193,5,5,0.7972778726861223,False
194,243,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,194,5,5,0.7972778726861223,False
195,244,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,195,5,5,0.7972778726861223,False
196,245,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,196,5,5,0.7972778726861223,False
197,246,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,197,5,5,0.7972778726861223,False
198,247,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,198,5,5,0.7972778726861223,False
199,248,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,199,5,5,0.7972778726861223,False
200,249,10.1016/j.jpowsour.2011.07.071,TFSI,EC:0.500+DMC:0.500,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",46.05,1.245,1,clustered,200,5,5,0.7972778726861223,False
201,3593,10.1149/1.1344281,TFSI,PC:1.000,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",64.9,2.53,2,clustered,201,5,5,0.7972778726861223,False
202,3594,10.1149/1.1344281,TFSI,PC:1.000,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",64.9,2.53,2,clustered,202,5,5,0.7972778726861223,False
203,3595,10.1149/1.1344281,TFSI,PC:1.000,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",64.9,2.53,2,clustered,203,5,5,0.7972778726861223,False
204,3596,10.1149/1.1344281,TFSI,PC:1.000,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",64.9,2.53,2,clustered,204,5,5,0.7972778726861223,False
205,3597,10.1149/1.1344281,TFSI,PC:1.000,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",64.9,2.53,2,clustered,205,5,5,0.7972778726861223,False
206,3598,10.1149/1.1344281,TFSI,PC:1.000,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",64.9,2.53,2,clustered,206,5,5,0.7972778726861223,False
207,3599,10.1149/1.1344281,TFSI,PC:1.000,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",64.9,2.53,2,clustered,207,5,5,0.7972778726861223,False
208,3600,10.1149/1.1344281,TFSI,PC:1.000,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",64.9,2.53,2,clustered,208,5,5,0.7972778726861223,False
209,3601,10.1149/1.1344281,TFSI,PC:1.000,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",64.9,2.53,2,clustered,209,5,5,0.7972778726861223,False
210,3602,10.1149/1.1344281,TFSI,PC:1.000,saltconc_weightedperm_weightedvisc,"salt_conc_x_weighted_permittivity, salt_conc_x_weighted_viscosity",64.9,2.53,2,clustered,210,5,5,0.7972778726861223,False
