descriptor_name,selected_k,best_silhouette_score,cluster_id,cluster_size,representative_row_index,representative_doi,cluster_mean_descriptor_value,cluster_std_descriptor_value
has_DEC,2,1.0,1,483,23,10.1016/j.electacta.2008.04.023,0.0,0.0
has_DEC,2,1.0,2,15,12002,10.1149/2.0641503jes,1.0,0.0
