metric,value
MAE,0.03866666666666667
RMSE,0.05773502691896259
median_absolute_error,0.04999999999999993
exact_qscale_accuracy,0.4533333333333333
within_one_step_accuracy,0.8266666666666667
macro_F1,0.4554240514151527
balanced_accuracy,0.4613492063492064
