k,silhouette_score,calinski_harabasz_score,davies_bouldin_score,status
2,0.7383321230129969,1121.132989446399,0.3557950491555139,evaluated
3,0.7821914026200986,2260.151508064799,0.2887131546846462,evaluated
4,0.9284916148627081,8390.197399865403,0.12058393046780207,evaluated
5,0.9412273652907571,20477.689773426675,0.13944528061728428,evaluated
6,0.9448105888567919,23392.19104994571,0.200552046765049,evaluated
