metric,value
MAE,0.05266666666666668
RMSE,0.06506407098647714
median_absolute_error,0.050000000000000044
exact_qscale_accuracy,0.24
within_one_step_accuracy,0.7333333333333333
macro_F1,
balanced_accuracy,
raw_MAE,0.05327983856477123
raw_RMSE,0.06395679032235428
raw_median_absolute_error,0.05350386122545436
raw_exact_qscale_accuracy,0.0
raw_within_one_step_accuracy,0.48
