doi,conductivity_mScm,temperature_K,concentration_molkg,salt,EC,PC,DMC,EMC,DEC,DME
10.1149/1.1566019,10.00360563,332.15,0.37,PF6,0.0,0.8,0.0,0.0,0.2,0.0
10.1149/1.1566019,0.621126761,233.75,0.448,PF6,0.0,0.8,0.0,0.0,0.2,0.0
10.1149/1.1566019,1.114084507,243.65,0.448,PF6,0.0,0.8,0.0,0.0,0.2,0.0
10.1149/1.1566019,1.747887324,253.35,0.448,PF6,0.0,0.8,0.0,0.0,0.2,0.0
10.1149/1.1566019,2.578760563,263.15,0.452,PF6,0.0,0.8,0.0,0.0,0.2,0.0
10.1149/1.1566019,3.550704225,272.95,0.448,PF6,0.0,0.8,0.0,0.0,0.2,0.0
10.1149/1.1566019,4.635267606,282.85,0.446,PF6,0.0,0.8,0.0,0.0,0.2,0.0
10.1149/1.1566019,5.776,292.65,0.45,PF6,0.0,0.8,0.0,0.0,0.2,0.0
10.1149/1.1566019,7.015492958,302.55,0.448,PF6,0.0,0.8,0.0,0.0,0.2,0.0
10.1149/1.1566019,8.297126761,312.45,0.45,PF6,0.0,0.8,0.0,0.0,0.2,0.0
10.1149/1.1566019,9.677352113,322.35,0.452,PF6,0.0,0.8,0.0,0.0,0.2,0.0
10.1149/1.1566019,11.05769014,332.15,0.45,PF6,0.0,0.8,0.0,0.0,0.2,0.0
10.1149/1.1566019,0.60456338,233.75,0.536,PF6,0.0,0.8,0.0,0.0,0.2,0.0
10.1149/1.1566019,1.097577465,243.65,0.534,PF6,0.0,0.8,0.0,0.0,0.2,0.0
10.1149/1.1566019,1.773577465,253.35,0.536,PF6,0.0,0.8,0.0,0.0,0.2,0.0
10.1149/1.1566019,2.632732394,263.15,0.536,PF6,0.0,0.8,0.0,0.0,0.2,0.0
10.1149/1.1566019,3.660901408,272.95,0.536,PF6,0.0,0.8,0.0,0.0,0.2,0.0
10.1149/1.1566019,4.829971831,282.85,0.534,PF6,0.0,0.8,0.0,0.0,0.2,0.0
10.1149/1.1566019,6.111549296,292.65,0.538,PF6,0.0,0.8,0.0,0.0,0.2,0.0
