file,n_atoms,total_charge_e,mu_x_eA,mu_y_eA,mu_z_eA,mu_total_eA,mu_x_D,mu_y_D,mu_z_D,mu_total_D
coordinate_46,10,0.0,-1.6902270699999997,-0.06982974000000004,2.3577986599999994,2.9018887404321765,-8.118506627937826,-0.33540653624555644,11.324989635003849,13.938365673398415
coordinate_46p5,10,0.0,-1.6904889800000005,-0.06898294,2.3580899,2.9022576753270024,-8.119764635284099,-0.33133918249495176,11.326388520344342,13.940137743223875
coordinate_47,10,0.0,-1.6828058499999998,-0.07118477000000001,2.3663884299999998,2.904599284223564,-8.082860989060807,-0.34191502272723034,11.366248058747745,13.951384970110835
coordinate_47p5,10,0.0,-1.6915680099999992,-0.06970492999999998,2.3577160999999993,2.9025999238477334,-8.1249474372651,-0.33480704826538027,11.324593082422778,13.94178163293152
coordinate_48,10,0.0,-1.6915894400000004,-0.07038274000000015,2.35803504,2.9028878403199156,-8.125050369942095,-0.3380627084516083,11.326125016533808,13.943164554687533
coordinate_48p5,10,0.0,-1.6918087899999987,-0.06979695000000005,2.3582775399999996,2.903198503688477,-8.12610395289579,-0.3352490391630313,11.327289793676606,13.944656734443429
coordinate_49,10,0.0,-1.6918816900000007,-0.07124688,2.3584272200000003,2.903397789298587,-8.126454106519345,-0.342213349771928,11.328008737357987,13.945613944025057
coordinate_49p5,10,0.0,-1.693160970000001,-0.07019990000000007,2.3576243,2.9034659350923757,-8.132598750244043,-0.33718449050196153,11.324152148230167,13.945941262222926
coordinate_50,10,0.0,-1.6926005400000008,-0.07172215999999994,2.3584112199999994,2.9038154450421336,-8.129906890226977,-0.34449621690771814,11.327931886082581,13.947620030060692
coordinate_50p5,10,0.0,-1.6928310299999998,-0.07051108000000009,2.3587367299999995,2.904184510320361,-8.131013980881171,-0.33867915174441926,11.32949537724857,13.94939272614432
coordinate_51,10,0.0,-1.692293900000001,-0.06939746000000004,2.35983971,2.904740626686753,-8.128434035533914,-0.3333302069124065,11.334793215982444,13.952063866896111
coordinate_51p5,10,0.0,-1.6929748899999995,-0.07003853999999997,2.3594432999999997,2.904830814551982,-8.131704969911121,-0.33640944538954076,11.332889177602333,13.952497057675396
coordinate_52,10,0.0,-1.6961606000000007,-0.06821974000000011,2.35658331,2.904324295062207,-8.147006587196008,-0.32767337665831864,11.31915206015643,13.950064140875101
coordinate_52p5,10,0.0,-1.6958206100000002,-0.06817882999999995,2.35741827,2.904802367440982,-8.145373545625779,-0.3274768775535266,11.323162543963239,13.952360420377783
coordinate_53,10,0.0,-1.6929174700000011,-0.06952419999999998,2.36077136,2.905863828332824,-8.131429169896533,-0.3339389650776774,11.33926812165291,13.957458834335688
coordinate_53p5,10,0.0,-1.6905260799999993,-0.06970663000000006,2.36371583,2.906869444336761,-8.11994283417893,-0.33481521371339196,11.35341101383293,13.962289013864833
coordinate_54,10,0.0,-1.6905348199999999,-0.07118700000000004,2.36362902,2.9068398151235635,-8.119984814188122,-0.34192573387373953,11.352994047631832,13.962146698688374
coordinate_54p5,10,0.0,-1.6911963900000009,-0.06870370000000002,2.36369358,2.907217358244124,-8.123162470329822,-0.3299979356110137,11.353304142528076,13.963960115584246
coordinate_55,10,0.0,-1.6931572800000003,-0.07005487999999999,2.36164707,2.9067277382425067,-8.13258102641865,-0.3364879297545442,11.343474336051754,13.961608370485111
coordinate_55p5,10,0.0,-1.6910355700000013,-0.07045801999999997,2.3639320199999996,2.90735966587707,-8.122390018947947,-0.3384242937023697,11.35444941865974,13.964643648277448
coordinate_56,10,0.0,-1.6923833900000007,-0.07075850000000003,2.36291442,2.9073240033257526,-8.128863874323642,-0.3398675606544031,11.34956167754423,13.964472353742899
coordinate_56p5,10,0.0,-1.6933525800000009,-0.06931616999999997,2.3624969499999997,2.907514321611405,-8.133519092299018,-0.33293975440132134,11.347556483672872,13.965386491429433
coordinate_57,10,0.0,-1.6942078200000013,-0.07004529000000007,2.36183614,2.907493152564669,-8.137626985097398,-0.33644186702135104,11.344382477966759,13.96528481216439
coordinate_57p5,10,0.0,-1.6943707100000003,-0.06917324000000004,2.3621336599999996,2.907808877444148,-8.138409379113025,-0.332253232351754,11.345811527432842,13.96680130339338
coordinate_58,10,0.0,-1.6941981000000013,-0.06840910999999988,2.36271149,2.908159657472854,-8.137580297947592,-0.328582959534737,11.34858696321191,13.968486171680334
coordinate_58p5,10,0.0,-1.6941530199999995,-0.06861360000000005,2.36301961,2.9083885501295437,-8.13736376947914,-0.32956516686641124,11.350066926647944,13.96958558996762
coordinate_59,10,0.0,-1.694162710000001,-0.06860099999999991,2.36329077,2.908614214488188,-8.137410312532813,-0.3295046464870322,11.351369363637806,13.97066950207852
coordinate_59p5,10,0.0,-1.6943646000000006,-0.06876969000000004,2.3633670799999997,2.9087977968266516,-8.138380031532233,-0.3303148990899963,11.351735896189421,13.971551285631772
coordinate_60,10,0.0,-1.6950832400000002,-0.06739505999999999,2.3631855699999997,2.9090368376659526,-8.141831806566872,-0.32371226979595563,11.350864066502043,13.972699447717599
coordinate_60p5,10,0.0,-1.6957147199999998,-0.06933889,2.3624723,2.9088712005790835,-8.144864934278763,-0.3330488832123911,11.347438084676709,13.971903858881374
coordinate_61,10,0.0,-1.69580426,-0.06870695999999997,2.3627431099999994,2.90912834684877,-8.14529501322873,-0.33001359405837644,11.348738840544916,13.973138985055751
