file,n_atoms,total_charge_e,mu_x_eA,mu_y_eA,mu_z_eA,mu_total_eA,mu_x_D,mu_y_D,mu_z_D,mu_total_D
coordinate_54p5,6,0.0,1.204908064,-0.6965869760000001,2.4708434240000003,2.835860378042103,5.787420091218713,-3.345849845838269,11.867966778180048,13.621217932003116
coordinate_55,6,0.0,1.2056026960000001,-0.69684236,2.471109479999999,2.83645010487382,5.790756550914615,-3.3470765074705837,11.869244699613049,13.62405051070035
coordinate_55p5,6,0.0,1.2076105839999998,-0.6973328159999997,2.471579504,2.8378339668578563,5.800400848018526,-3.349432268041091,11.871502321104874,13.630697483103619
coordinate_56,6,0.0,1.542943488,-0.934689624,2.486754904,3.072176631143287,7.411073432791199,-4.489505606787327,11.944392873900012,14.756293272555672
coordinate_56p5,6,0.0,1.548894888,-0.9392609679999999,2.484282736,3.074564563067179,7.43965922531759,-4.511462707830907,11.932518544912147,14.767762998425807
coordinate_57,6,0.0,1.5449446720000002,-0.934511928,2.486423656,3.0728600977317324,7.42068552921072,-4.488652096522722,11.942801821945382,14.759576102494178
coordinate_57p5,6,0.0,1.5454632559999997,-0.9234661520000002,2.4882645359999995,3.071271204347005,7.423176394323382,-4.435596973185528,11.951643945436658,14.751944322300883
coordinate_58,6,0.0,1.4618839280000002,-1.0983245040000003,2.4897273599999994,3.0890392781840963,7.021727772200329,-5.275477433544198,11.958670188567117,14.837288018288495
coordinate_58p5,6,0.0,1.5476285680000004,-0.9329025840000001,2.4861353040000003,3.0734882732033943,7.43357683112597,-4.480922087837777,11.941416808260106,14.762593357879984
coordinate_59,6,0.0,1.545119544,-0.9348856479999998,2.4870758239999997,3.0735893893642374,7.421525475225216,-4.4904471501879035,11.94593431835637,14.763079039500264
coordinate_59p5,6,0.0,1.4561566400000001,-1.1083890479999998,2.490954576,3.090917847765899,6.994218435488481,-5.323819498714867,11.964564758241663,14.846311172556701
coordinate_60,6,0.0,1.5656482,-0.919200192,2.4859891199999997,3.0783640434319084,7.52012881246715,-4.415106694009891,11.9407146565824,14.786012680418994
coordinate_60p5,6,0.0,1.5489711680000002,-0.9316148879999999,2.4868049279999997,3.0743156521026953,7.4400256137730665,-4.474737020342218,11.944633149412553,14.766567428108187
coordinate_61,6,0.0,1.5467756080000001,-0.9351538880000001,2.487308344,3.0746919152782297,7.429479889634335,-4.491735561820005,11.947051159516137,14.768374697166081
coordinate_61p5,6,0.0,1.8842092800000003,-0.45607159999999997,2.371591648,3.063118159658232,9.050242893164624,-2.1906052583894597,11.391240179965877,14.712783579629972
coordinate_62,6,0.0,1.5451272960000002,-0.9397552320000002,2.487565976,3.075474392978826,7.421562709668149,-4.513836759004962,11.948288618752645,14.772133097745067
coordinate_62p5,6,0.0,1.7334929440000004,-0.6108793360000002,2.5338503520000004,3.130266595096992,8.3263214778281,-2.934178505486994,12.170601951674222,15.035311261171143
coordinate_63,6,0.0,1.7492448720000002,-0.6243860559999999,2.523794056,3.133568573726521,8.401981212629767,-2.9990540466423594,12.122299503336018,15.051171340485304
coordinate_63p5,6,0.0,1.4510078,-1.119977776,2.49232964,3.093781002077761,6.96948750293621,-5.379482531657163,11.971169472126547,14.860063488840252
coordinate_64,6,0.0,1.4562161919999999,-1.1000276639999997,2.4982905599999996,3.0938781782082807,6.994504475935523,-5.283658059682457,11.9998009911618,14.860530245688315
coordinate_64p5,6,0.0,1.451438912,-1.1137110160000003,2.496680984,3.095229083330458,6.971558222126255,-5.349382000492618,11.992069868133363,14.867018919537392
coordinate_65,6,0.0,1.5479194719999998,-0.9323270800000001,2.487817464,3.074821004559692,7.434974102589672,-4.4781578243128735,11.9494965670994,14.768994739411145
coordinate_65p5,6,0.0,1.542750264,-0.9386943120000003,2.489220904,3.0752960991364393,7.410145338363818,-4.508740943061302,11.956237576721211,14.771276715921093
coordinate_66,6,0.0,1.5511635680000002,-0.927505888,2.4879049120000003,3.075068525759855,7.450556159784905,-4.455000652178267,11.949916597745107,14.770183634406228
coordinate_66p5,6,0.0,1.4478173120000002,-1.129552088,2.492622728,3.0960024148204774,6.954162935939212,-5.425469912175181,11.972577233789346,14.870733388994632
coordinate_67,6,0.0,1.548817272,-0.92547512,2.4892507599999996,3.0743631024888898,7.439286419780619,-4.44524645775053,11.956380981201107,14.766795342026771
coordinate_67p5,6,0.0,1.5379855519999999,-0.9365207040000001,2.490954336,3.073649962376751,7.387259451231377,-4.498300658872421,11.964563605472533,14.763369984079421
coordinate_68,6,0.0,1.4526723440000002,-1.0926303200000003,2.5047181439999995,3.0947877045265257,6.977482648521292,-5.248127102121156,12.030673992921042,14.864898886786316
coordinate_68p5,6,0.0,1.5493067440000001,-0.9297830480000002,2.488648304,3.075421643344881,7.441637453997691,-4.465938317821545,11.953487261702792,14.771879730454716
coordinate_69,6,0.0,1.4540051200000002,-1.108636416,2.498007048,3.0956816379797862,6.983884244485292,-5.325007657858206,11.998439224987331,14.869192632161742
coordinate_69p5,6,0.0,1.453856,-1.1091066559999998,2.498108504,3.095861905976528,6.983167990598552,-5.327266316842245,11.998926538924652,14.870058496253218
coordinate_70,6,0.0,1.5440883840000001,-0.938534288,2.489897816,3.0764665903397956,7.416572602653803,-4.5079723150303765,11.959488923629607,14.776898824785077
coordinate_70p5,6,0.0,1.5421714880000001,-0.93767516,2.490205551999999,3.075492041168824,7.407365358753096,-4.503845747372075,11.96096704263503,14.772217865614433
coordinate_71,6,0.0,1.5541934800000001,-0.9267383999999999,2.4884427439999994,3.076801703957426,7.465109447381978,-4.451314250199825,11.952499914942074,14.778508444092523
coordinate_71p5,6,0.0,1.554168992,-0.9269644399999999,2.4884774160000003,3.076885467264072,7.464991826504975,-4.452399966593054,11.952666451655872,14.778910776401748
coordinate_72,6,0.0,1.5504779680000003,-0.932142272,2.488768624,3.0768231031876994,7.447263082633967,-4.477270153656352,11.95406518329381,14.778611228976219
coordinate_72p5,6,0.0,1.5570617119999999,-0.9227235840000001,2.48913036,3.0776013283919514,7.478886152841121,-4.432030267068524,11.955802675353715,14.782349203944724
coordinate_73,6,0.0,1.550074472,-0.9274761280000003,2.489799096,3.0760432986546804,7.445325008745262,-4.454857708806022,11.959014751260382,14.774865668168339
coordinate_73p5,6,0.0,1.5617661040000002,-0.921115136,2.488204,3.0787539042586105,7.501482310665301,-4.424304562054998,11.951353178636179,14.787885261779055
coordinate_74,6,0.0,1.5570672720000003,-0.928470208,2.4881244959999997,3.07851894979913,7.478912858659325,-4.459632478546693,11.95097130464871,14.786756727412039
coordinate_74p5,6,0.0,1.5434635520000002,-0.928632112,2.491839664,3.074719864780151,7.413571406646838,-4.460410136602476,11.968816017094301,14.768508944345424
coordinate_75,6,0.0,1.5539424879999997,-0.933061288,2.488208168,3.078395768980617,7.463903881424758,-4.48168437563848,11.951373198393421,14.78616506472406
coordinate_75p5,6,0.0,1.5570746880000002,-0.930768728,2.4878661679999996,3.0790079699331794,7.4789484792254735,-4.470672740642629,11.94973050238172,14.789105591224446
coordinate_76,6,0.0,1.5373400480000001,-0.9265376320000002,2.4945631680000004,3.0732282384878298,7.384158963376596,-4.450349920396093,11.981897564341807,14.761344357908753
coordinate_76p5,6,0.0,1.5410303040000002,-0.9272104720000001,2.493260272,3.0742219245146094,7.4018840183863865,-4.453581708654898,11.975639488134616,14.766117235315397
coordinate_77,6,0.0,1.548110904,-0.923641664,2.492302248,3.0759277933570286,7.435893589674211,-4.43643999325104,11.971037902743062,14.774310872578331
coordinate_77p5,6,0.0,1.5318778719999997,-0.9412769920000001,2.4948741439999997,3.0752315660436933,7.357923013872505,-4.521146083808363,11.9833912457305,14.770966750265899
coordinate_78,6,0.0,1.4477449599999999,-1.1417890800000001,2.48980256,3.0981873023100466,6.953815414471847,-5.484246689817266,11.959031389561506,14.881227850880967
coordinate_78p5,6,0.0,1.4587818320000001,-1.1105057600000001,2.492914144,3.094493238920019,7.006827770074283,-5.3339864997684225,11.973976964493865,14.863484508197452
coordinate_79,6,0.0,1.5470046799999997,-0.932921496,2.491083008,3.0771838668475935,7.430580169344251,-4.4810129260453,11.965181643429306,14.780344050687546
coordinate_79p5,6,0.0,1.552596672,-0.9292035200000002,2.4901221839999996,3.078097480382126,7.457439651671307,-4.4631547262008775,11.960566609064555,14.784732323522082
coordinate_80,6,0.0,1.45933864,-1.101308848,2.498015368,3.0955825338123857,7.009502232883879,-5.289811848708927,11.99847918765054,14.868716614557847
